Arabizi,Arabic
asma3ni,اسمعني
asma3ha,اسمعها
esmak,اسمك
esmek,اسمك
esmik,اسمك
esmk,اسمك
essmek,اسمك
ismek,اسمك
esmou,اسمه
ismha,اسمها
esmi,اسمي
ismi,اسمي
aswa,اسوء
aswd,اسود
asyad,اسياد
asyadek,اسيادك
ach,اش
icharrat,اشارة
iche3a,اشاعة
achab,اشب
achba,اشبح
ashbeh,اشبه
achreb,اشرب
echrili,اشريلي
achta,اشطح
echfi,اشفي
echefihi,اشفيه
ech9al,اشقال
ach9lik,اشقولك
ech9awlek,اشقولك
ech9awlkom,اشقولكم
achkel,اشكال
achkoun,اشكون
echkoun,اشكون
achna,اشنع
achnouwa,اشنهو
achnouwa,اشنوة
achher,اشهر
achouwa,اشهو
as7ab,اصحاب
as7abi,اصحابي
asda,اصدق
ozdom,اصدم
asgher,اصغر
asfer,اصفر
asl,اصل
isle,اصلاح
aslou,اصله
asli,اصلي
asnam,اصنام
idhtirabeti,اضتراباتي
idhrab,اضراب
edharabet,اضرابات
odhrob,اضرب
itar,اطار
atra8om,اطرحهم
atresh,اطرش
i3a9a,اعاقة
e3tibar,اعتبار
i3tissam,اعتصام
a3de,اعداء
2e3dem,اعدام
i3dem,اعدم
a3ref,اعرف
a3za,اعزق
a3tohom,اعطوهم
a3ti,اعطي
e3tidhar,اعطيضار
a3tini,اعطيني
a3tih,اعطيه
e3lem,اعلام
e3lemi,اعلامي
a3lem,اعلم
a3la,اعلى
a3mel,اعمل
a3melha,اعملها
a3dhou,اعوذ
a3yed,اعياد
a3yed,اعيد
ightiyaleet,اغتيالات
aghreb,اغرب
aghssel,اغسل
afa,افاق
afrad,افراد
afr7ouli,افرحوالي
ifri9iya,افريقيا
ofter,افطر
af3el,افعال
af3alek,افعالك
af3alkom,افعالكم
af3alek,افعلك
afkari,افكاري
aflem,افلام
aflami,افلامي
efhemni,افهمني
a9dar,اقدار
akda,اقدح
a9ra,اقرا
a9raw,اقراوا
o9robli,اقربلي
a9ra,اقرى
a93od,اقعد
o93odd,اقعد
e9fou,اقفوا
a9al,اقل
a9lih,اقليه
a9wa,اقوى
ak,اك
aka,اكا
ake,اكا
akke,اكا
akeka,اكاكا
akel,اكال
akil,اكال
akli,اكاللي
akaho,اكاهاو
okhay,اكاي
akbaer,اكبر
akbar,اكبر
akbir,اكبر
ekteb,اكتب
octobre,اكتوبر
akther,اكثر
aktharhom,اكثرهم
ak7el,اكحل
akkada,اكد
ikram,اكرام
akrem,اكرم
akel,اكل
ekl,اكل
aklek,اكلك
ekhalma,اكلمه
akahaw,اكهاو
akid,اكيد
el,ال
el9o7b,ال+قحب
elkethb,ال+كذب
elahfa,ال+لهفة
illa,الا
lethnin,الاثنين
ejtime3iya,الاجتماعية
lekhdod,الاخدود
le5er,الاخر
lekhranin,الاخرانين
lo5ra,الاخرى
lo5rin,الاخرين
le5wemjia,الاخوانجية
larth,الارض
l'istintej,الاستناتج
loscar,الاسكار
lasfeeerr,الاصفر
li3ti9alet,الاعتقالات
allef,الاف
lafkar,الافكار
laflem,الافلام
lakteff,الاكتاف
laktharya,الاكثرية
lak7el,الاكحل
lomm,الام
lemtel,الامثال
lm5a,الامخاخ
elensaniya,الانسانية
lowel,الاول
lawled,الاولاد
ellawlin,الاولين
layemet,الايامات
lbabb,الباب
elbeji,الباجي
lbera,البارح
elbas,الباس
elbash,الباش
lbe9i,الباقي
lbehi,الباهي
elbajbouj,البجبوج
elb7ar,البحر
lbara,البرا
elbrik,البريك
elbes,البس
lbsal,البصل
lbka,البكى
lbled,البلاد
leblassa,البلاصة
elboulboule,البلبل
lebled,البلد
lebnet,البنات
lebhim,البهيم
albout,البوت
ilbouss,البوس
albi,البي
atari,التاريخ
etta2ssisi,التاسيسي
ettafha,التافهة
lteli,التالي
etalifouuuun,التاليفون
ettey,التاي
tejereb,التجارب
etrab,الترب
ettorbia,التربية
etrilya,التريلية
ettasmiya,التسمية
ettaswira,التصويرة
etta3ab,التعب
et3aber,التعبر
et3ayet,التعيط
ttafahat,التفاهات
etafr9a,التفرقة
telfez,التلفز
etamared,التمرد
etnassnis,التنسنيس
etwansa,التوانسة
ettourisme,التوريسم
ltounes,التونس
ettounsi,التونسي
ettounseyya,التونسية
etheni,الثاني
elto3bane,الثعبان
etha9afa,الثقافة
lethnine,الثنين
ethawra,الثورة
ethawraa,الثورة
thawra,الثورة
ethoum,الثوم
ethi9a,الثيقة
jame,الجامع
jema,الجامع
ljahl,الجاهل
ejjay,الجاي
ejjey,الجاي
ejjeya,الجاية
jabena,الجبانة
ejabri,الجبري
ejjbal,الجبل
ejdiid,الجديد
ijarda,الجردة
jerid,الجريد
jrid,الجريد
ejme3a,الجماعة
jom3a,الجمعة
ejjam3ia,الجمعية
ljamoul,الجمول
jnab,الجنب
ejjanna,الجنة
eljehd,الجهد
ljaw,الجو
elhajji,الحاجي
l7asilou,الحاصله
l7akem,الحاكم
l7ala,الحالة
al7ani,الحاني
lob,الحب
l7abs,الحبس
la7bouset,الحبسة
lahbayeb,الحبيب
la7dith,الحديث
ale7aram,الحرام
la7raaam,الحرام
la7ram,الحرام
la7ref,الحرف
la7rouki,الحروكي
la7zeb,الحزب
el7a,الحق
la79i,الحقيق
la79i9a,الحقيقة
l7a9i9i,الحقيقي
la7keya,الحكاية
ilhoukouma,الحكومة
el7al9a,الحلقة
la7lib,الحليب
el7imar,الحمار
li7mar,الحمار
el7amam,الحمام
el7amdulelle,الحمدالله
la7nine,الحنين
l'a7nina,الحنينة
la7nina,الحنينة
lahnina,الحنينة
el7weichi,الحواشي
il7weyij,الحوايج
lahweyej,الحوايج
le7weyej,الحوايج
l7wem,الحوم
la7yout,الحيوط
elkhas,الخاص
l5ayb,الخايب
lkhaybin,الخايبين
l5ebra,الخبرة
le5dem,الخدم
l5edma,الخدمة
li5ra,الخرى
la5shiiim,الخشم
elkhalit,الخليط
lkhoumej,الخمج
la5mira,الخميرة
el5enzir,الخنزير
lkhou,الخو
lkhouta,الخوطة
el5ir,الخير
il5ir,الخير
il5ire,الخير
eddar,الدار
eldeifi,الدافي
idbach,الدبش
eddrina,الدرينة
eddefa,الدفع
edlel,الدلال
edamm,الدم
eddenya,الدنيا
edwem,الدوام
eddour,الدور
edoura,الدورة
eddouleb,الدولاب
eddiyena,الديانة
eddiscu,الديسكو
eddin,الدين
edin,الدين
edheyeb,الذايب
areb3a,الرابع
errajel,الراجل
erajela,الراجلة
erazikine,الرازقين
erras,الراس
elra9i,الراقي
erabi,الربي
errabi,الربيع
errojla,الرجلة
er5am,الرخام
irradi2a,الرديية
arrassem,الرسم
errasmi,الرسمي
erra9m,الرقم
ergoud,الرقود
errocord,الركورد
errommen,الرمان
irrou,الروح
elro7i,الروحي
lrouhy,الروحي
ruz,الروز
erriadh,الرياض
arriadhi,الرياضي
erriyadhiya,الرياضية
erri7a,الريحة
erra2is,الرييس
ezzera,الزارع
ezzeyed,الزايد
ezzeyla,الزايلة
zebda,الزبدة
zzera,الزراع
zefa,الزفة
ezamen,الزمان
ezawweli,الزوالي
izweli,الزوالي
ezouz,الزوز
ezzouz,الزوز
ezzit,الزيت
ezzine,الزين
essa7el,الساحل
assa7li,الساحلي
ese7li,الساحلي
essef,الساف
essagin,الساقين
elasbeb,السباب
esebsi,السبسي
essab3a,السبعة
ilsatar,الستار
essetr,الستر
esse7ri,السحري
esa5ta,السخطة
es5oun,السخون
ess5oun,السخون
esser,السر
esr7a,السرحة
essor3a,السرعة
esoutour,السطر
saoudi,السعودي
essafir,السفير
essefir,السفير
issafiha,السفيهة
sokor,السكر
esslayet,السلايط
elsoum,السم
eseemm,السم
esswe7lia,السواحلية
esswe7lya,السواحلية
isswa7liya,السواحلية
essoubya,السوبية
essujet,السوجات
essou,السوق
soum,السوم
asyedkom,السيادكم
esissi,السيسي
achethou,الشاذ
echarge,الشارج
echara,الشارع
chebeb,الشباب
echte,الشتا
ech7our,الشحور
lichere,الشراع
echa3b,الشعب
echmeta,الشماتة
echamss,الشمس
echemes,الشمس
echma,الشمع
echwaten,الشواطن
echawata,الشواطى
echay,الشي
shay,الشي
etchayet,الشيات
echi5at,الشيخات
achaytan,الشيطان
esbe,الصباح
essbe,الصباح
esabat,الصباط
esabatt,الصباط
lessab5a,الصبخة
isabr,الصبر
essa7a,الصحة
essaha,الصحة
sa7a,الصحة
sahra,الصحراء
essadma,الصدمة
esghar,الصغار
essghar,الصغار
esghir,الصغير
essghir,الصغير
lsaghira,الصغيرة
esslet,الصلاة
essoura,الصورة
ilsource,الصورس
lsif,الصيف
edh,الض
ldh7ka,الضحكة
etba,الطبق
ettabi3a,الطبيعة
eta7ana,الطحانة
ita7na,الطحانة
etofla,الطفلة
ettofla,الطفلة
ettaher,الطهار
ettou,الطوع
ettoul,الطول
ettayar,الطيار
laada,العادة
el3arrrrr,العار
el3assma,العاصمة
el3alem,العالم
l3am,العام
la3bed,العباد
l3abd,العبد
l3absy,العبسي
la3jab,العجب
el3jina,العجينة
la3jina,العجينة
l3adwa,العداوة
l3adwa,العدوى
la3dheb,العذاب
el3arbi,العربي
la3ra,العرق
la3ze,العزاء
al3osri,العسر
la3ssal,العسل
la3cheya,العشية
la3chia,العشية
la3sa,العصا
l3osban,العصبان
l3asba,العصبة
la3dam,العظم
l3affesi,العفاسي
l3fes,العفس
el3afew,العفو
la39areb,العقارب
il4alimin,العلمانين
l3mla,العملة
l3onf,العنف
3ouma,العومة
l3icha,العيشة
la3youb,العيوب
lghadi,الغادي
gaz,الغاز
lghaltin,الغالطين
il8ali,الغالي
laghbra,الغبرة
alghat,الغت
laghrab,الغراب
leghrab,الغراب
laghriba,الغريبة
algham,الغم
leghne,الغناء
lghoul,الغول
alf,الف
elfamilia,الفاميلية
lfahem,الفاهم
ilfeyda,الفايدة
lfada,الفدة
lfarce,الفرش
lifsed,الفساد
elfa9ir,الفقر
lfa9r,الفقر
elfaka,الفكة
lfol,الفل
leflous,الفلوس
lflous,الفلوس
lfom,الفم
lfour,الفور
elfou,الفوق
ilvirus,الفيروس
alfin,الفين
l9ayel,القايل
likbaha,القباحة
le97ab,القحب
l9odem,القدام
l9osem,القدام
la9dom,القدم
le9dim,القديم
le9raya,القراية
lgarnita,القرنيطة
il9alyen,القليان
l9hawi,القهاوي
l9owa,القوة
l9awem,القوم
el9iyesi,القياسي
lkerwen,القيروان
el9illa,القيلة
le9yema,القيمة
karta,الكارتة
lkafirin,الكافرين
lekbar,الكبار
likbarat,الكبرات
lkobra,الكبرى
lekbir,الكبير
lkbir,الكبير
likbira,الكبيرة
alcatraz,الكتراز
lekresi,الكراسي
lkresi,الكراسي
lkraheb,الكراهب
lkorsi,الكرسي
lkol,الكل
leklebs,الكلابس
leklem,الكلام
lekleb,الكلب
elkalba,الكلبة
lkolna,الكلنا
alkolha,الكلها
elkolha,الكلها
leclub,الكلوب
elcougina,الكوجينة
lcourse,الكورس
lcocaine,الكوكاين
lkawn,الكون
elkif,الكيف
ele3b,اللعب
ele3ba,اللعبة
lou8a,اللغة
lougha,اللغة
ella9ta,اللقطة
lamma,اللمة
allah,الله
alahoma,اللهم
alahouma,اللهم
allahoma,اللهم
elloud,اللود
elouz,اللوز
elli,اللي
litgharbouuu,الليتغربوا
li7keha,الليحكاها
eli9a3din,الليقاعدين
l'kn,الليكان
lkif,الليكيفي
ellil,الليل
ellila,الليلة
lilaa,الليلة
limeshhom,الليمشهم
libaki,اللييبكي
lihab,اللييحب
elma,الما
lmanej,المانج
allemagna,المانيا
lembasses,المبسس
lmiboun,المبون
ilmet8arbin,المتغربين
elmoushtama,المجتمع
limjarma,المجرمة
lem7ajem,المحاشم
emahel,المحل
mkhare,المخارق
lmoukhtasba,المختصبة
lma5lou,المخلوع
lmdallel,المدلل
lmdallin,المدللين
lmdina,المدينة
lmra,المرا
elmaraa,المرار
lemrara,المرارة
limreye,المرايا
lmardh,المرض
lemridh,المريض
elmsajla,المسجلة
emasa,المسخ
emmassa,المسخ
lmas5a,المسخة
ilmas2oulia,المسوولية
elmochkla,المشكلة
lma3na,المعنة
lmoufte,المفتاح
lemfartin,المفرتين
lemfach5a,المفشخة
lemga3mza,المقعمزة
elmkach5in,المكشخين
emmalih,الملح
lmel,الملح
lmina,المنا
elmounafiss,المنافس
ilmounafikoun,المنافقون
elmnawara,المنورة
lmnyka,المنيكة
lemnaikin,المنيكين
lmahdwi,المهداوي
lemhadwia,المهداوية
elmahdwi,المهدوي
elmohem,المهم
lmout,الموت
lmouta,الموتة
mawjoud,الموجود
lmorale,المورال
elmentalite,المينتاليتا
ennar,النار
ennes,الناس
ennasr,الناصر
enbih,النبيه
ennajda,النجدة
ennajm,النجم
ennesma,النسمة
ennasraoui,النصراوي
ennadhar,النظر
enafss,النفس
elnafsih,النفسية
enakba,النقابة
anni9achet,النقاشات
enna9ss,النقص
inhar,النهار
ennour,النور
enour,النور
enoure,النور
ennawm,النوم
ennoum,النوم
ennouuuuuuuuuuuum,النوم
enoum,النوم
nouma,النومة
enik,النيك
illah,اله
el8ena,الهانة
enhalwes,الهلوس
lhamm,الهم
lhaweyaa,الهوية
lwa7ed,الواحد
lwe9a,الواقع
elwa9ef,الواقف
lweldin,الوالدين
lew7al,الوحال
elwahda,الوحدة
elwehda,الوحدة
lou7al,الوحل
lo7oud,الوحود
louhayeed,الوحيد
elward,الورد
elwarda,الوردة
elwar9a,الورقة
louzina,الوزينة
elwa3ka,الوعكة
lwa9t,الوقت
alwakil,الوكيل
lwakil,الوكيل
loul,الول
lewled,الولاد
loled,الولاد
loulad,الولاد
louled,الولاد
lawlani,الولاني
loula,الولى
loulidet,الوليدات
lwamyaa,الومية
lwahem,الوهم
el,الى
il,الى
ila,الى
iliass,الياس
lidin,اليدين
elyes,اليس
alif,اليف
lihoud,اليهود
lyoum,اليوم
lyouma,اليومة
lgar7a,الڨرحة
om,ام
ama,اما
amabann,امابان
amazigh,امازيغ
amekin,اماكن
aman,امان
2imennek,امانك
amboula,امبولة
amma,امة
oma,امة
amtar,امتار
amthel,امثال
amthalek,امثالك
marikin,امركين
ames,امس
ems,امس
emchi,امشي
amtar,امطار
omek,امك
omkom,امكم
amal,امل
amle,املح
emna,امنا
emna,امنة
ommou,امه
omha,امها
oumour,امور
oumourek,امورك
oumourou,اموره
oumourhoum,امورهم
omi,امي
amir,امير
amin,امين
amina,امينة
amini,اميني
aminyrab,امينيارب
2en,ان
an,ان
anna,ان
en,ان
in,ان
ena,انا
anal,انال
anta,انت
enta,انت
ente,انت
enta,انتا
inti7ar,انتحار
inti7aria,انتحارية
entisaratou,انتصاراته
entou,انتو
entouma,انتوم
entouma,انتوما
enti,انتي
anas,انس
insen,انسان
ensena,انسانة
ansani,انساني
instrueti,انسترواتي
anistik,انستك
nchallah,انشاءالله
incher,انشر
anchet,انشط
onsorna,انصرنا
intla9an,انطلقا
angham,انغام
anf,انف
anfek,انفك
anfekkk,انفك
anfouf,انفوف
enkeleb,انقلاب
annek,انك
innik,انك
annou,انه
annaha,انها
ennha,انها
anhar,انهار
annahom,انهم
inhom,انهم
anwe,انواع
ani,اني
enis,انيس
ani,انيق
anyek,انيك
ah,اه
ahali,اهالي
ihene,اهانة
ahbat,اهبط
ahdilek,اهديلك
azebi,اهزبي
ahlek,اهلك
ahla,اهلى
ahli,اهلي
aham,اهم
aho,اهو
ahwaaaaaa,اهو
ahawka,اهوكا
ahouka,اهوكا
ahayee,اهيا
ou,او
2eweni,اواني
eweni,اواني
awbach,اوباش
awtan,اوتان
orange,اورنج
euro,اورو
3ourouba,اوروبا
orope,اوروبا
orourou,اورورو
ooredoo,اوريدو
awtaan,اوطان
offf,اوف
o9a3dou,اوقعدوا
ok,اوك
ok,اوكي
awel,اول
awlad,اولاد
awledi,اولادي
awelhom,اولهم
oumourna,اومورنا
aya,اي
aya,ايا
ayem,ايام
ayamet,ايامات
ayemkom,ايامكم
aya,اية
ai5er,ايخير
italia,ايطاليا
italyen,ايطليان
aym,ايم
ayamak,ايماك
emena,ايمان
imen,ايمان
imeni,ايمان
imenek,ايمانك
aymen,ايمن
inoub,اينوب
eyh,ايه
ih,ايه
ihab,ايهاب
iheb,ايهاب
eyhhhhhhh,ايههه
aywach,ايواش
ayawh,ايواه
ayoub,ايوب
b,ب
bae,با
beb,باب
baba,بابا
babaghaiou,باباغايو
babakkk,باباك
babah,باباه
babel,بابل
babyedh,بابياض
patee,باتي
beja,باجة
peji,باجي
bar,بار
barak,باراك
bareb,بارب
bera,بارح
bared,بارد
berda,باردة
parfanet,بارفانات
barka,بارك
barkallhou,باركالله
paroleti,بارولاتي
pariiiiiiiis,باريس
baz,باز
bes,باس
bess,باس
bism,باسم
besmi,باسمي
bessou,باسوا
bech,باش
chnwa7wek,باشنحاول
batou,باطو
ba3ith,باعث
ba3ou,باعوا
ba3ouk,باعوك
be9i,باقي
bac,باك
bekchi,باكشي
bel,بال
bellezma,بالازمة
belbehi,بالباهي
belbrakajet,بالبراكاجات
baltin,بالتين
bel7a,بالحق
belkhyr,بالخير
beddam,بالدم
biddem,بالدم
bedmou,بالدموع
beddin,بالدين
berjoulia,بالرجولية
berasmi,بالرسمي
berrassmi,بالرسمي
berghem,بالرغم
bzeyed,بالزايد
bessiyessa,بالسياسة
bech7our,بالشحور
bechfaa,بالشفا
bechfee,بالشفى
bilchhar,بالشهر
besgira,بالصغيرة
besendouk,بالصندوق
bedhabt,بالضابط
bedhabt,بالضبط
betbi3ti,بالطبيعة
bitbi3a,بالطبيعة
b’tbi3ti,بالطبيعة
bel3ani,بالعاني
bl3bed,بالعباد
belghalet,بالغالط
belgrossessse,بالغروسيس
balf,بالف
belfar7a,بالفرحة
bilgde,بالقدا
bel9ma,بالقمع
bl9ma,بالقمع
belek,بالك
bilktob,بالكتب
belekchi,بالكشي
belkol,بالكل
belkom,بالكم
belleh,بالله
belli,باللي
belmkla,بالماكلة
benar,بالنار
bilnes,بالناس
bennesba,بالنسبة
ban9es,بالنقص
bennokta,بالنكتة
bilnhar,بالنهار
belha,بالها
billahda,بالهدا
beli,بالي
bandeya,باندية
bankeji,بانكاجي
bani,باني
behi,باهي
behya,باهية
bahilek,باهيلك
behilik,باهيلك
behilkom,باهيلكم
behili,باهيلي
behin,باهين
behinli,باهينلي
bay,باي
bayet,بايات
byby,بايباي
beyit,بايت
beytin,بايتين
beyn,باين
beyna,باينة
baga,باڨا
baguajou,باڨاجه
bb,بب
pappati,بباتي
bbbbech,بباش
bbadlet,ببدلة
beb3adhha,ببعضها
bthfetkom,بتحفتكم
betrap,بتراب
ebta3fitha,بتعفيتها
betna,بتنا
btilewit,بتواليت
betweenhom,بتوينهم
bath,بث
bijeh,بجاه
bjeh,بجاه
bjaiej,بجايج
bejami,بجميع
behaja,بحاجة
bahhar,بحار
bahhara,بحارة
bi7abel,بحبل
b7th,بحث
ba7dha,بحذ
bahtha,بحذا
ba7dhek,بحذاك
bahthena,بحذانا
bahdha,بحذاها
ba7thehom,بحذاهم
bhar,بحر
ba7rou,بحره
ba7ri,بحري
be7sebet,بحسابات
bi5tar,بختار
ba5s,بخس
bo5ol,بخل
b5off,بخوف
b5ir,بخير
bkhir,بخير
bde,بدا
bdet,بدات
bdew,بداوا
badre,بدر
badredine,بدرالدين
baddel,بدل
badel,بدل
bedel,بدل
baddel’esondou,بدلالصندوق
badalt,بدلت
badaltou,بدلتوا
badlelha,بدللها
bdan,بدن
badnek,بدنك
badni,بدني
bidoni,بدون
bdit,بديت
badis,بديس
bdina,بدينا
barra,برا
bra,براء
bras,براس
brakajet,براكاجات
baramijkom,برامجكم
barber,بربر
brabi,بربي
bort,برت
bartouzz,برتوز
borj,برج
brojla,برجلة
bared,برد
barred,برد
barcha,برشا
brek,برك
barka,بركا
borkane,بركان
parkourek,بركورك
barnamaj,برنامج
barnamej,برنامج
barnous,برنوس
borhan,برهان
berri,بري
bariya,برية
britch,بريتش
brizi,بريزي
brik,بريك
brika,بريكة
boregdane,برڨدان
bezaf,بزاف
bza,بزاق
bzeyed,بزايد
bizertino,بزرتينو
bzit,بزيت
bsaiess,بسايس
basbousa,بسبوسة
bsit,بسط
besma,بسمة
bsissa,بسيسة
bsita,بسيطة
bessif,بسيف
bchebeb,بشباب
bachar,بشر
bochra,بشرى
bechfa,بشفا
bechfe,بشفا
besheyem,بشم
bchamade,بشمادا
bchwayya,بشوية
bchweya,بشوية
bechwaya,بشوية
bassasin,بصاصين
bsahethom,بصحتهم
bsara7a,بصراحة
ebsarman,بصرمان
basla,بصلة
basma,بصمة
bsifa,بصيفة
bd7kethm,بضحكتهم
bta,بطا
bta7i,بطاحي
batata,بطاطة
bita9t,بطاقة
batal,بطال
betbi3a,بطبيعة
betbi3tik,بطبيعتك
betbi3ti,بطبيعتي
batta,بطة
btari9a,بطريقة
battel,بطل
btal,بطل
boutoula,بطولة
boty,بطي
btit,بطيت
bati2in,بطييين
b3argouu,بعارقه
b3arkou,بعاركه
ba3bouss,بعبوص
ba3thetli,بعثتلي
b3athha,بعثها
ba3d,بعد
b3edt,بعدت
ba3dek,بعدك
ba3dou,بعده
ba3di,بعدي
ba3dika,بعديكا
ba3dh,بعض
b3adhkom,بعضكم
b3adhemtou,بعضمته
b3adhna,بعضنا
ba3dho,بعضه
b3adha,بعضها
b3theha,بعضها
b3adhhom,بعضهم
b3id,بعيد
bi3eyn,بعين
b3inou,بعينه
ba3youbi,بعيوبي
baghded,بغداد
bgherben,بغربان
boghdh,بغض
pfff,بف
bfe3l,بفعل
bfloussi,بفلوسي
b9a,بقاع
b9anoun,بقانون
b9o7bi,بقحبي
b9adech,بقداش
b9odret,بقدرة
b9adrek,بقدرك
eb9aryen,بقريان
bi9a,بقع
ba9lawa,بقلاوة
ba9lewa,بقلاوة
b9herni,بقهرني
eb9a,بقى
b9it,بقيت
bik,بك
biktb,بكتب
bkathra,بكثرة
baker,بكر
bekri,بكري
bokri,بكري
bekchi,بكشي
bkollkom,بكلكم
ebkollkom,بكلكم
ebkollhom,بكلهم
bikom,بكم
bakma,بكمة
bkit,بكيت
bkitech,بكيتش
bkiratina,بكيراتينة
ble,بلا
blabiz,بلابز
bled,بلاد
bleda,بلادة
bledik,بلادك
bledna,بلادنا
bledou,بلاده
bledhom,بلادهم
bledi,بلادي
blech,بلاش
balasat,بلاصات
blaset,بلاصات
blasa,بلاصة
blasetkom,بلاصتكم
blasto,بلاصته
blastou,بلاصته
blasetha,بلاصتها
blasti,بلاصتي
blak,بلاك
blaka,بلاكة
bilel,بلال
blalet,بلالط
blenz,بلانز
bilehy,بلاهي
blayek,بلايك
balla,بلة
biljom3a,بلجمعة
belahssan,بلحسن
bolden,بلدان
beldi,بلدي
baladiya,بلدية
beladiya,بلدية
belsen,بلسان
bal3ou,بلعوا
blhhh,بلههه
blou8it,بلوحيت
blid,بليد
blida,بليدة
bm,بم
bima,بما
bmask,بماسك
bmeelek,بمالك
bm7betkom,بمحبتكم
bmo5i,بمخي
bmoushte,بمشتق
bmgharfa,بمغرفة
ben,بن
bina,بنا
bnet,بنات
bnetha,بناتها
bnader,بنادر
bnahech,بناهش
banbalouni,بنبالوني
bent,بنت
benatra,بنترة
bintik,بنتك
binti,بنتي
bendir,بندر
bandi,بندي
bnadiriya,بنديرية
benzarti,بنزرتي
bno9ta,بنقطة
bankai,بنكاي
banyet,بنيات
bnaya,بنية
bnayti,بنيتي
bniiiiiiiiiinnnn,بنين
bnin,بنين
bnina,بنينة
bih,به
biha,بها
beha,بهاء
bhema,بهامة
bhen,بهان
bhaym,بهايم
bheyem,بهايم
bahija,بهجة
bahrej,بهرج
bihem,بهم
bihom,بهم
bhim,بهيم
bhima,بهيمة
bhimmmmmmmmmmmmma,بهيمة
bou,بو
ebwa7da,بواحدة
bweedi,بوادي
bwacet,بواسات
bwatet,بواطات
bob,بوب
bo5thir,بوخثير
bou5sham,بوخشم
boudina,بودينة
bouguiba,بورقيبة
bourguiba,بورقيبة
bourghiba,بورڨيبا
buzz,بوز
bouzelfa,بوزلفة
bouzid,بوزيد
bous,بوس
boussa,بوسة
bous3ada,بوسعادة
bouchoucha,بوشوشة
bou3ziz,بوعزيز
boglom,بوغلم
bou9alb,بوقلب
bouk,بوك
