Arabizi,Arabic
kes,كيس
mn,من
asment,اسمنت
w7ed,واحد
mhdr,مهدر
3lih,عليه
ki,كي
jat,جات
shr,شر
b9a3,بقاع
kaaaaaaml,كاااااامل
hdrw,هدرو
ellugha,اللغة
3arabiya,عربية
testaghith,تستغيث
kamel,كامل
abha7,أبهى
abha7,ابهى
7ala,حالة
khsara,خسارة
3lihom,عليهم
khedma,خدمة
l3waj,لعوج
ghiyab,غياب
wadeh,واضح
kayna,كاينة
atraf,أطراف
atraf,اطراف
atraf,الخير
baghiya,باغية
tedmer,تدمر
haja,حاجة
mliha,مليحة
jazair,جزائر
mokhabarat,اللجان
lejan,العظيم
etteqniya,غير
3ib,عيب
3adim,عظيم
ma3rafthash,ماعرفتهاش
3andna,عندنا
ssdad,الصداد
tlemcen,تلمسان
bezaf,بزاف
yak,ياك
jomhor,جمهور
mahomsh,ماهمش
mkan,مكان
mahrez,محرز
tji,تجي
youmin,يومين
fal3am,فالعام
tel3ab,تلعب
balon,بالون
tantqed,تنتقد
ardhiya,ارضية
lmal3ab,الملعب
ha9ek,حقك
nta,نتا
chikour,شيكور
kon,كون
l3bou,لعبو
l3bou,لعبوا
stad,سطاد
ta3,تاع
baraki,براقي
ahsan,احسن
ysarho,يصرحو
fih,فيه
bagri,بڨري
hhhhhhh,ههههههه
hadhi,هاذي
ydirha,يديرها
yemshi,يمشي
msale7h,مصالحه
ba3d,بعد
3ad,عاد
3la,على
hsab,حساب
gosto,ڨوسطو
gosto,قوسطو
ykhali,يخلي
damirh,ضميره
yshtghlh,يشتغله
wla,ولا
fkra,فكرة
nchra,نشرة
tthamna,الثامنة
9anat,قناة
ennitham,النظام
khontom,خونتم
ekhwatkom,اخوتكم
abna2,ابناء
abna2,أبناء
cha3bkom,شعبكم
ajlo,اجله
dhakro,ذكروا
ta9rir,تقرير
don,دون
hachma,حشمة
aw,او
haya2,حياء
en,ان
markab,مركب
a7san,احسن
mnou,منه
nstntj,نستنتج
b3lmri,بلعمري
ktbto,كتابته
shi7a,صحيحة
3ks,عكس
9owa,قوة
ed,ال
darba,ضاربة
ma3,مع
maghreb,مغرب
barak,بارك
rajel,راجل
mech,مش
9ader,قادر
2oum,قوم
tl9,طلڨ
3thro9,عثروك
9addem,قدم
t3k,تيعك
t3ich,تعيش
mot,مت
enta,انت
tahawel,تحاول
yaaarab,ياااالرب
aaa,آآآآآآآآآ
aaa,ااا
7at,حط
wa7ed,واحد
lbas,لباص
balu,باله
lbalun,البالون
trou7,تروح
l7rir,لحرير
l9aha,لقاها
raj3a,راجعا
raj3a,راجعة
kra,قرا
kra,كرة
lougha,اللغة
l3arabia,العربية
3and,عند
ostaz,استاذ
lfaransia,الفرنسية
metsareb,متسرب
hadi,هادي
hi,هي
qowa,قوة
aman,أمن
aman,أمان
3ekab,عقاب
asa2,أساء
adab,أدب
l3arbiya,العربية
bounedjah,بونجاح
haka,هكا
3almouk,علموك
qraya,قراية
7ta,حتى
yt3lmo,يتعلمو
yktbo,يكتبو
yktbo,يكتبوا
wdi,ودي
ro7o,روحو
choufo,شوفو
7alat,حالة
lmostachfaat,المستشفيات
omba3d,اومبعد
ahdro,اهدرو
lmla3eb,الملاعب
thanwi,ثانوي
ytrk,يترك
l2awlawiyat,الأولويات
ythdth,يتحدث
lkherti,الخرطي
dakhla,داخلة
hayt,حيط
ech3eb,الشعب
mat,مات
bel,بال
cher,شر
essef7at,الصفحات
yehderou,يهدرو
mal3ab,ملعب
mkhedoum,مخدوم
tehrir,تحرير
w3i,وعي
w3i,واعي
as3ab,أصعب
menha,منها
telefon,تلفون
telefon,تليفون
le,ل
soro,صورو
bih,بيه
kaliti,كاليتي
ta3o,تاعو
mch,مش
3ayez,عايز
slek,سلك
3erbiya,عربية
francais,فرنسي
francais,فرانسي
anglais,انجليزي
mziya,مزية
endou,عنده
rejlin,رجلين
wenk,وينك
3omri,عمري
bantch,بنتش
mzalek,مزالك
tnegwesi,تنيغوسي
l3ads,العدس
negwesilna,نيغوسيلنا
tri9ek,طريقك
khkhkh,خخخ
khkhkh,خخخخ
mahki,ماحكي
7alet,حالة
mostachfaat,مستشفيات
rj3oha,رجعوها
ellougha,اللغة
karitha,كارثة
taban,تبان
saliha,صالحة
lilziraa3a,للزراعة
estaghfer,استغفر
sha3ar,شعار
lil3ilm,للعلم
en3assa,ناعسة
rabi,ربي
wkilkom,وكيلكم
msoulin,مسؤلين
taklo,تاكلو
nnar,النار
btounkom,بطونكم
mazal,مزال
mazal,مازال
m3a,مع
brikolaj,بريكولاج
trbahkom,تربحكم
lazem,لازم
yghelt,يغلط
kteba,كتيبة
gil,السيزيام
gil,قيل
siziyam,مجابوش
majabouch,مجابوش
3ajbetni,عاجبتني
rouh,روح
fkaha,فكاهة
fari9,فريق
wkilhom,وكيلهم
tani,تاني
kdba,كذبة
lokan,لوكان
tchouf,تشوف
story,قصة
okidja,أوكيدجا
okidja,اوكيدجة
hhhhhhhh,ههههههههه
hhhhhhhh,ههههههه
2wet,قوة
9alhom,قالهم
hedret,هدرت
khetra,خطرة
menzidch,منزيدش
n3awed,نعاود
9alek,قالك
samat,صامط
yeghleb,يغلب
l9abih,القبيح
hafra,حفرة
hal,هل
yekhfa,يخفى
qamar,قمر
3arbiya,عربية
ta3ak,تاعك
7eit,حيط
lmshkl,المشكل
lo,لو
fon,فون
l3omq,العمق
marja,مرجع
d,د
wra,وراء
dar,دار
khir,خير
mnha,منها
ayadi,ايادي
kharijiya,خارجية
bdlou,بدلو
essetad,السطاد
ygoulou,يقولون
ygoulou,يقولو
merouk,مروك
sbeb,السبب
 wya,وين
 lkechfa,الكشفة
ana,انا
nhayyar,نحير
fikom,فيكم
yhdero,يهدرو
tamnouhom,تامنوهم
habiin,حابيين
yksero,يكسرو
yksero,يكسروا
fariq,فريق
watani,وطني
3lmou,علمو
kifach,كيفاش
yektb,يكتب
bikirch,بكرش
mzalkom,مزالكم
tamno,تامنو
nouval,آلجيري
aljiri,آلجيري
gharsouh,اغرسوه
batata,بطاطا
hnouna,هنونا
yerham,يرحم
babakom,باباكم
nthn,نظن
l9rnina,القرنينة
wrahi,وراهي
nabta,نابتة
lstad,الستاد
ah,اه
bladi,بلادي
lsa9,لصق
tchaker,تشاكر
vs,ضد
yed7ak,يضحك
yebki,يبكي
mahoch,ماهوش
9ari,قاري
manedihech,مانديهاش
hkayetha,حكايتها
kima,كيما
jdida,جديدة
rais,رئيس
ittihadia,اتحادية
ittihadia,ما
lekora,لكرة
eddem,قدم
warah,وراه
ken,كن
ken,كان
na3ibou,نعيبوا
zetchi,زطشي
sa3a,ساعة
kan,كان
medreq,مدرق
kbir,كبير
lkohol,الكهول
khoya,خويا
maye3refch,ميعرفش
yekteb,يكتب
yl3bo,يلعبو
ybl3o,يبلعو
famhom,فامهم
lhadaf,الهدف
lraabi,الرابع
ythbt,يثبت
ythbt,هذ
dhalik,ذلك
es2al,السؤال
es2al,اسأل
matrou7,علاش
3lash,علاش
yel3abouch,في
5,خمسة
jouilia,في
a7wal,من
khouna,خونة
khouna,خونا
3adi,عادي
tijara,تجارة
lmal3b,الملعب
mderwssa,مدروسة
taraf,طرف
lla3ibin,اللاعبين
yta3awdo,يتعودو
lardhiya,الارضية
lnijer,النيجر
l3wda,العودة
tfkir,تفكير
lqada2,القادة
lys,ليس
ktfkir,كتفكير
l3amma,العامة
wad3,وضع
lraml,الرمل
dalala,د
sans,بدون
espoir,أمل
hed,هذا
lebled,البلد
khiyana,خيانة
eddarb,الضرب
bi,بي
yed,من
yed,يد
hadid,و
tarradhoum,من
tshouf,تشوف
shwi,شوي
t3ali9at,التعليقات
tfahem,تفهم
7al,حل
tsunami,تسونامي
thazna,تهزنا
ykhesfna,يخسفنا
zay,زي
qawm,قوم
lan,لان
nattawar,نتطور
7atta,حتى
taqoum,تقوم
lala,لالا
ent,انت
shiyat,شيات
dak,داك
l3am,العام
la3bo,لعبوا
morj,المرج
yteer,يطير
jza2er,جزائر
youm,يوم
tetrajja3,تتراجع
khetwa,خطوة
lel,لل
wara,وراء
bosqeloul,بوسقلول
s6ad,صطاد
s6ad,الصطاد
mfle7nach,مفلحناش
mleb,ملعب
lghars,لغرس
basl,بصل
lejra2,لإجراء
moqabela,مقابلة
lmes2oul,المسؤول
sstad,السطاد
sstad,الصطاد
kli,كلي
hala,حالة
maygharsouhsh,مايغرسوهش
l2a9al,الاقل
ysahem,يساهم
fel2i9tisad,فالاقتصاد
taa,تاع
lblad,لبلاد
lblad,البلاد
nfs,نفس
lchi,الشيء
zid,زيد
dd,ضد
mntekhb,منتخب
kaf,كاف
afriqia,افريقيا
hakam,حكام
ms2olin,مسؤولين
yraah,ليراه
m3ahom,معاهم
page,صفحة
teqedar,تقدر
teqoul,تقول
probleme,مشكلة
probleme,مشكل
probleme,بروبليم
cha3eb,الشعب
3arbia,عربية
may3arfhash,مايعرفهاش
bl3amri,بلعمري
yjma3,يجمع
ltaoula,الطاولة
lawla,الاولى
lawla,الاولة
lawla,؟؟؟
gltlk,قلتلك
maytamnouch,مايتامنوش
7abs,حبس
mas2oulin,مسؤولين
chakla,شاكلة
teboun,تبون
ma3andek,ماعندك
wash,واش
tkhayar,تخير
fihom,فيهم
7awl,حول
illa,الا
fasad,فساد
balagh,بلغ
mablaghoh,مبلغه
yabounjah,يابونجاح
fobia,فوبيا
lakhta2,الأخطاء
limla2iya,الإملائية
yhdik,يهديك
afwansi,افونسي
afwansi,لاريار
lryar,لريار
aljazair,الجزائر
3dna,عدنا
a7sn,احسن
a7sn,أحسن
mnzoma,منظومة
s7iya,صحية
yadra,يادرا
hhhhhh,هههههه
amr,امر
jed,جد
m2osf,مؤسف
3iib,عييب
3ir,عير
n3ale9,نعلق
bmrarra,بمرارة
tsawer,تصور
enah,انه
hatta,حتى
lbladan,البلدان
lma3roufa,المعروفة
blmjaa3a,بالمجاعة
tkld,تكلد
ttejawz,تتجاوز
moshkel,مشكل
ardhyat,ارضيات
lmeydan,الميدان
mala3b,ملعب
ladayhom,لديهم
ma9darsh,ماقدرش
ykoubii,يكوبيي
sa7abo,صحابو
wyektb,ويكتب
mli7,مليح
wyed7ek,ويضحك
3al,عل
l2i3lam,الإعلام
mn3ouuuh,منعووووه
tswir,تصوير
tswir,التصوير
lml3b,الملعب
fd7ouhum,فضحوهم
ll3ibyiin,اللاعبيين
tbaneli,تبانلي
qrar,قرار
lfifa,الفيفا
mn3,منع
jazairiyin,جزائريين
kolhom,كلهم
tghidhek,تغيضك
3omrek,عمرك
kelma,كلمة
msagma,مسڨمة
3arabia,عربية
mi3erfesh,ميعرفش
yektbeha,يكتبها
yedi,يدي
melayir,ملايير
chehr,شهر
hayatek,حياتك
geraia,قراية
elf,الف
makach,مكاش
ttm,تتم
eqalet,اقالة
moudir,مدير
echabab,الشباب
erriyada,الرياضة
elmal3ab,الملعب
lichabab,للشباب
belniyaba,بالنيابة
mansaboh,منصبه
feh,فيه
elan,الآن
how,هو
rb7to,ربحتو
ywjuh,يوجوه
lmzirya,المزيرية
drto,درتو
drk,درك
tmnchro,تمنشرو
akhdmoh,اخدموه
hlow,حلو
drahemkom,دراهمكم
eddarba,الضاربة
yah,ياه
ard,ارض
baz,باز
baz,بظ
nayda,نايضة
fiha,فيها
tafqa,التافقة
qarn,القرن
tbhdiil,تبهدييل
marra,مرة
nbdo,نبدوا
wazir,وزير
awwel,أول
awwel,أراد
yemthel,يمثل
ad3af,أضعف
houkouma,حكومة
nkmlo,نكملوا
m3ah,معاه
ettijara,التجارة
mayfarqash,ميفرقش
bin,بين
lalf,الالف
lalf,الألف
ltwila,الطويلة
lmqswra,المقصورة
mskin,مسكين
daynossorat,داينصورات
ta3mel,تعمل
mosta7il,لاسقاط
las2at,كرة
kadam,قدم
jaza2iriya,جزائرية
mntkhb,منتخب
jil,جيل
dhahbi,ذهبي
dfnwhm,دفنوهم
tchakr,تشاكر
ldhi,الذي
alajdr,الاجدر
ightinam,اغتنام
alfrsa,الفرصة
wathhar,واظهار
afdl,افضل
sora,صورة
lmntkhb,لمنتخب
lmntkhb,المنتخب
aljza2ir,الجزائر
al2a2l,الاقل
almla3b,الملاعب
7abin,حابين
yezef,يزف
y9ale9,يقلق
yebni,يبني
mel3eb,ملعب
chkoun,شكون
galak,قالك
madir,مدير
awgil,اوقيل
yekhdam,يخدم
badlowh,بدلوه
berk,برك
mada,ماذا
bik,بيك
tta2ked,تتاكد
9bel,قبل
matahder,ماتهدر
edzayer,الدزاير
mkhaliya,مخلية
mala3eb,ملاعب
akher,آخر
ehtemamat,إهتمامات
bl3ani,بلعاني
lilmala3ib,للملاعب
y7awzo,يحاوزو
siyasa,سياسة
ttehmiach,التهميش
ech3ab,الشعب
ydakhel,يدخل
ennejah,النجاح
chad,شاد
kursi,كرسي
3ando,عندو
y3awj,يعوج
hedik,هديك
bayna,باينة
ktbha,كتبها
baghdad,بغداد
ardh,ارض
lilra3i,للرعي
mat9al7ash,متصلحش
ykhrjo,يخرجو
ykhrjo,يخرجوا
chari3,شارع
tari9a,طريقة
dima,ديما
mfassdha,مفسدها
belakhata2,بالأخطاء
fransi,فرنسي
wela,ولا
3arbi,عربي
rouhou,روحو
rouhou,روحه
takhrou,تاخرو
ge3,جيع
darou,دارو
darou,ضرو
darou,داروا
mayebghouche,ما يبغوش
sah,صح
3aychin,عايشين
kedbe,الكذب
ou,و
nifak,النفاق
yen3alkoum,ينعلكم
9ouloulo,قولولو
yer7am,يرحم
chwiya,شوية
normalmon,نورمالمون
ytm,يتم
echibiba,الشبيبة
ma3a,مع
e3ti2a,اعطاء
ha9,حق
tasyir,تسيير
elmal3eb,الملاعب
elli,اللي
yel3ab,يلعب
3liha,عليها
elfariq,الفريق
elwatani,الوطني
fef,الفاف
charaf,شرف
eddine,الدين
3amara,عمارة
louche,لوش
butrmah,بوترماح
m3ndo,معندو
fa,فا
fa,ف
ras,راس
rjel,رجل
7tet,حطيت
manshour,منشور
nedarb,القهوة
qahwa,في
baghrir,شوفو
triqkom,لي
jinsiya,جنسية
ryajaw,رياجاو
belhahaha,على
rhmeh,رحمه
rhmouh,رحمه
j3alou,جعله
ahl,اهل
janna,جنة
sknh,فسيح
sknh,اسكنه
sknh,أسكنه
fsyh,فسيح
elajsad,الأجساد
tmout,تموت
elarwah,الأرواح
lelkhaliq,للخالق
tethab,تذهب
ama,اما
ela3mal,الاعمال
elmawaqif,المواقف
elbatoulates,البطولات
baqiya,باقية
rahem,رحم
elamir,الامير
abd,عبد
elqader,القادر
shohada2,شهداء
eldzayer,الجزائر
rahma,رحمة
wasi3a,واسعة
askenhom,اسكنهم
fasi7,فسيح
janateh,جناته
dh7ko,ضحكو
lamir,الامير
3abd,عبد
lqader,القادر
tdrb,تضرب
tala,طلة
lprofilathom,لبروفايلاتهم
t3rf,تعرف
fransa,فرنسا
9drt,قدرت
thetlana,تحتلنا
9a3dat,قعدت
sna,سنة
mzalna,مزلنا
tab3in,تابعين
lfransa,لفرنسا
lfransa,لفرانسا
douk,دوك
l2a9liya,الاقلية
zayda,زايدة
adam,ادم
dir,دير
hahahahaha,هههههه
hahahahaha,هههههههه
rjl,رجل
dwlh,دوله
rhm,رحمة
mwss,مؤسس
ldwl,الدولة
ljzary,الجزائرية
rhmh,رحمه
asknh,اسكنه
asknh,فسيح
jnath,جناته
l2amir,الأمير
lmu2assis,المؤسس
9abl,قبل
yshakk,يشكك
fihi,فيه
9ann,قن
a9nan,اقنان
l2ardh,الارض
fa9ad,فقد
shakkou,شككوا
shtamou,شتموا
malik,مالك
bn,بن
nnabi,النبي
ibn,ابن
badis,باديس
badis,فئة
masali,مصالي
masali,وهي
lhaj,الحاج
nfoshom,نفسهم
ynteqdoun,ينتقدون
ljam3,الجامع
l3a9am,الاعظم
l2an,الآن
gaal,قال
ta3ala,تعالى
kitaboh,كتابه
karim,كريم
mo2minin,مُؤْمِنِينَ
rijal,رجال
sada9o,صَدَقُوا
3ahado,عَاهَدُوا
3aleih,عَلَيْهِ
3aleih,عليه
menhom,منهم
man,مَّن
gada,قَضَىٰ
n7bah,نَحْبَهُ
yentazer,يَنتَظِرُ
baddalo,ب
rjal,رجال
ommet,امة
mohamed,محمد
salla,صلى
essalam,السلام
ad7akni,أضحكني
ad7akni,اضحكني
ma9ta3in,مقطعين
baynin,باينين
min,من
win,وين
amir,أمير
kader,الدولة
kader,قدر
mo2asses,مؤسس
haditha,حديثة
l3ada,العادة
l3okda,العقدة
mzalya,مزالهي
ljm3a,لجماعة
lma3toob,المعطووب
blghar,بلغار
douma,دوما
id7akni,اضحكني
dirlehm,ديرلهم
lafoto,لافوطو
sidhom,سيدهم
ma3toub,معطوب
yerdaw,يرضاو
3lik,عليك
l3elm,العلم
majred,مجرد
mghanni,مغني
ya3ni,يعني
nidhal,نضال
chkoupi,شكوبي
chichnaq,شيشناق
asasha,أسسها
b7ad,بحد
b7ad,بأحد
dhato,ذاتو
tarikho,تاريخو
mzawer,مزور
mou2assess,مؤسس
doula,دولة
3adhim,عظيم
rahmou,رحمه
askenou,اسكنه
firdaws,فردوس
a3la,أعلى
yed7akou,يضحكوا
awlad,اولاد
haraka,حركة
ba3ouh,باعوه
yrhm,يرحم
d7aw,ضحاو
td7ak,تضحك
asyadha,أسيادها
na3am,نعم
mo2assis,مؤسس
eljaza2iriya,الجزائرية
elmo3asira,المعاصرة
3aza2,عزاء
3ala,على
elhaqidin,الحاقدين
tahya,تحيا
eljazair,الجزائر
wahda,واحدة
mouhida,موحدة
echchouhada,الشهداء
beld7k,بالضحك
yekrahoon,يكرهون
lakenhom,لكنهم
y7boun,يحبون
dinar,دينار
sourat,صورة
lil7aqdin,للحاقدين
l3oroba,العروبة
lislam,الاسلام
stb2o2,ستبقون
a9lia,اقلية
a9lia,و
a9lia,أقلية
mnbouza,منبوذة
ila,إلى
yom,يوم
ldin,الدين
kal3ada,كالعادة
el3okda,العقدة
mestamera,مستمرة
5khtlf,اختلف
m3k,معك
dwlet,دولة
sqt,سقطت
ybqa,يبقى
lha,لها
athr,اثر
dwla,دولة
hditha,حديثة
wleda,وليدة
thawret,ثورة
novmbr,نوفمبر
kamet,قامت
bdm2,بدماء
jbhet,جبهة
et7rir,التحرير
sidna,سيدنا
qader,قادر
shakhsiya,أبرز
shakhsiya,شخصية
abraz,العظيمة
shakhsiyat,لن
3azima,التاريخ
yukarrarha,الجزائرية
tarikh,تاريخ
mu2assis,حب
mu2assis,مؤسس
dawla,دولة
jazairiya,جزائرية
heb,عزاء
heb,والحاقدين
heb,هب
heb,روسيا
karh,لا
karh,للأعداء
hadoek,هاذوك
yd7eko,يضحكو
bla,بلا
mandekhel,ماندخل
3arfehom,عارفهم
saknin,ساكنين
jazah,جازاه
alhsna,الحسنى
alhqh,ألحقه
ertqa,ارتقى
rfaqh,رفاقه
fy,في
jnan,جنان
alwasy3a,الواسعة
tboun,تبون
houa,هو
mou2assis,مؤسس
aljadida,الجديدة
allahom,اللهم
ighfer,اغفر
erhamo,ارحمه
ychafi,يشافي
jma3a,جماعة
hahaha,ههههه
mou2assiss,مؤسس
elmou3asira,المعاصرة
ll7aqdin,،
kheyret,خيرة
batl,بطل
batl,الاول
qawmi,قومي
sayokhalled,سيخلد
esmoh,اسمه
yeb3athoun,يبعثون
ez3im,الزعيم
sa7ab,صحاب
ha,ها
akid,اكيد
jdodhom,جدودهم
3andhom,عندهم
madhi,ماضي
mkhzi,مخزي
l7arka,الحركة
yar7mo,يرحمو
yb2alkom,يبقالكم
3a9da,عقدة
lya,الى
eddin,الدين
ra7mat,رحمة
wlاد,ولاد
l9ومية,القومية
و,و
و,ؤ
كي,كي
راهم,راهم
يظحكو,يظحكو
bhaha,بهاها
bhahat,بهاهات
lola,لولا
lfacebook,الفيسبوك
a3ta,أعطى
l7ma9a,للحمقى
frsa,فرصة
kina,كنا
lnra,لنرى
tfahathom,تفاهتهم
7alyan,حاليا
haha,هاها
naywefhem,نيوفهم
twal,طواال
lfra5it,الفراشيط
3lah,علاه
yd7ko,يضحكو
lfekher,الفخر
7abit,حبيت
nefhem,نفهم
raho,راهو
yd7ek,يضحك
nd7eko,نضحكو
lmushajja3,المشجع
lwafi,الوفي
lmouloudia,لمولودية
ljazair,الجزائر
3azam,عظم
nasban,نسبا
sharafan,شرفا
rjoula,رجولة
imara,إمارة
hayba,هيبة
hayba,تفوطي
rahmat,رحمة
tarikhhom,تاريخهم
rjalhom,و
shohadahom,شهدائهم
djazair,جزائر
oum,أم
oum,ام
3askar,عساكر
ma3skar,معسكر
tahira,طاهرة
stabqa,ستبقى
fakhra,فخرا
lna,لنا
ramza,رمزا
ramouz,رموز
kifah,كيفاه
mostamit,المستميت
taghayarat,تغيرت
ajyal,أجيال
lam,لم
bzaf,بزاف
3ibad,عيباد
3ibad,عباد
ykhouno,يخونو
lasbab,لأسباب
t3arfouha,تعرفوها
tetmathel,في
tasis,دولة
islamiya,اسلامية
monfasela,عن
3an,عن
limbratoria,العثمانية
lothmania,وتلقاهم
telqahom,نفسهم
yed7ko,يضحكو
insha,ان شاء
tenwadlkom,تنوضلكم
7abba,حبة
fathet,فتحة
charj,شرج
sub7an,سبحان
nas,ناس
dik,ديك
ljihet,الجيهة
larba3a,لاربعا
triko,تريكو
nathn,ناثن
mjahed,مجاهد
qaed,قائد
artist,أرتيست
rahmet,رحمة
jma3et,جماعة
elhaha,الهاها
waldihom,والديهم
may3arfouhomsh,مايعرفوهمش
baghin,باغين
y3arfou,يعرفو
abdelkader,عبدالقادر
abdelkader,عبد القادر
lemoji,الاموجي
yd7ak,يضحك
rakom,راكم
a9liya,اقلية
s7ab,صحاب
chechnaq,شيشناق
chouhada2,شهداء
watan,وطن
khrarka,خراركة
ljihة,الجيهة
madam,مادام
7ar9to,حرقتو
bnadem,بنادم
zedto,زدتو
dbe7toh,ذبحتوه
si,سي
normal,نورمال
diro,ديرو
sayedkom,سيدكم
lfracht,لفراشط
tizi,تيزي
wjouh,وجوه
chr,شر
7rka,حركا
7rka,حركة
7abda,حبذا
ltaqa,الطاقة
t3li9at,التعليقات
macha,ماشاء
l3rab,العرب
lqbayl,القبائل
tst3mlouha,تستعملوها
lnhoudh,النهوض
dawi,داوي
mostawa,مستوى
ta3limi,تعليمي
mmtaz,ممتاز
lma,لما
lbattata,البطاطا
babah,باباه
7arki,حركي
wjeddo,وجدو
wjed,وجد
jeddo,جدو
bghitouh,بغيتوه
ykoun,يكون
law,لو
manta2a,منطقة
badal,بدل
ma3askar,معسكر
letam,لتم
ta9disu,تقديسه
amnyty,أمنيتي
adhhab,أذهب
madinat,مدينة
ombwaz,أومبواز
latrahham,لأترحم
arwah,ارواح
khamsa,خمسة
3shreen,عشرين
jaza2iri,جزائري
mrafe9i,مرافقي
madfooneen,المدفونين
hnak,هناك
afrad,أفراد
3a2iltou,عائلته
rahmhom,رحمهم
jamee3an,جميعا
brahmtoh,برحمته
mahi,ماهي
ases,أسس
hadhih,هذه
esseha,اسسها
anyq,أنيق
jda,جدا
ed7akni,اضحكني
ykhallikom,يخليكم
d7ak,ضحك
lmnshor,المنشور
lt3liqat,التعليقات
r7mk,رحمك
eya,ايا
in,ان
in,إن
tkn,تكن
3dhim,عظيم
