Arabizi,Arabic
tkwn,تكون
ana,انا
klbi,قلبي
glbi,قلبي
qlbi,قلبي
tra,ترى
hwa,هوا
oo,و
alkhsran,الخسران
mrtaah,مرتاح
btdhhk,بتضحك
btdhk,بتضحك
mthl,مثل
alahbl,الاهبل
alzhg,الزهق
sa3ab,صعب
hayn,هاين
aljoo3,الجووع
nihna,نحنا
btkdr,بتقدر
btqdr,بتقدر
btgdr,بتقدر
3leena,علينا
nfsy,نفسي
mt2kharh,متاخرة
mtakharh,متاخرة
kan,كان
astna,استنى
mkank,مكانك
w2ef,وائف
waef,وائف
krsy,كرسي
aznkhk,ازنخك
m3y,معي
khlyky,خليكي
alywm,اليوم
arwh,اروح
bdy,بدي
mchhr,مشحر
ya,يا 
chi, شي
nafs,نفس
saah,صح
hhhhhhhhhh,هههههههه
bhb,بحب
betjenn,بتجنن
oghnia,اغنيه
shaftha,شفتها
2ltly,ألتلي
altly,ألتلي
khafef,خفيف
dmha,دمها
kteer,كتير
you2f,يوئف
youaf,يوئف
zoureek,زوريك
inshaallah,انشاءالله
ashrb,اشرب
3ady,عادي
mih,ميه
y,يا 
3sal,عسل
m3lsh,معلش
nagham,نغم
lazm,لازم
ara3y,اراعي
sh3or,شعور
eli,الي 
lsa,لسا
wana,وانا
el,ال 
nas,ناس
btmthn,بتمتحن
3bale,عبالي
khorafe,خرافي
telephone,تلفوني
kalba,قالبه
qalba,قالبه
galba,قالبه
ya,يا
mata,متى
3otlet,عطلة
b3raf,بعرف
adha, اضحى
3ed,عيد
btblesh,بتبلش
had,حد
heik,هيك
maktoob,مكتوب
3otleh,عطلة
yeslamoo,يسلموو
hala,هلا
bsaneh,بسنه
khamsh,خامسه
anam,انام
bde,بدي
akeed,اكيد
momken,ممكن
shkran,شكرا
3la,على
mwaf2h,موافئه
mwafah,موافئه
waw,واو
hyati,حياتي
mn,من
tl3o,طلعوا
3la,على
ahmd,احمد 
elly,الي
walla,والله
mlait,مليت
elyoom,اليوم
ahly,اهلي
ashkal,اشكال
btny,بطني
bmot,بموت
ahs,احس
sbrk,صبرك
feh,فيه
may,مي
liter,لتر
aly,الي
yfkr,يفكر
feny,فيني
ltfkr,لتفكر
y3ne,يعني
ktir,كتير
anam,انام
bhbk,بحبك
ykhalili,يخليلي
kayen,كاين
ys3dk,يسعدك
yake,ياكي
wein,وين
jamelkon,جمالكن
atsawar,اتصور
niyalak,نيالك
mahalak,محلاك
khaline,خليني
mabrook,مبرووك
bt3aked,بتعقد
bt3aged,بتعقد
bt3aqed,بتعقد
3leek,عليك
asmallh,اسمالله
raw3a,روعه
slameth,سلامته
hamdella,حمدلله
shawarma,شاورما
bado,بدو
wlak,ولك
hram,حرام
ma3k,معك
hk,هيك
lweyn,لوين
khidni,خدني
tayer,طاير
allah,الله 
3alek,عليك
saha,صحه
moshagheb,مشاغب
blsaf,بالصف
sof,صف
yalla, ياالله
kif,كيف
bst3mela,بستعملها
ensen,انسان
3rfte,عرفتي
hek,هيك
ahsant,احسنت
ad,أد
3lyi,علي
shi,شي
bldnya,بالدنيا
ghalyi,غاليي
bhbik,بحبك
enty,انتي
3eywnek,عيونك
jamel,جميل
amen,امين
wahed,واحد
barchlony,برشلوني
barshlony,برشلوني
haketele,حكيتيلي
enek,انك
ma3u,معه
nefsi,نفسي
amthel,امثل
fashel,فاشل
etla3,اطلع
bara,برا
enta,انت
bet3yd,بتعيد
halqat,حلقات
halgat,حلقات
halkat,حلقات
adymh,أديمه
sawytha,سويتها
elsarahh,الصراحه
mesh,مش
baykha,بايخه
helwen,حلوين
erja3,ارجع
ahsanlak,احسنلك
mbareh,مبارح
fag3,فاقع
mo3jnat,معجنات
blzabt,بالزبط
ashy,اشي
bas,بس
bodrob,بضرب
shalot,شلوت
oqsem,اقسم 
belah,بالله 
ehtemal,احتمال
tejeni,تيجيني
jalta,جلطه
msakeen,مسكيين
3esht,عشت
sahra,سهره
yzm,يزم
sh3b,شعب
btjnn,بتجنن
khayal,خياال
bravo,برافو
al,ال 
3ashg,عشق
b2rah,بئره 
barah,بئره 
kreeri,كيري
nshaneh,نصحانه
raaye,رائي
ra2ye,رائي
y3ni,يعني
ma3na,معنا
bshane3,بشنيع
3alih,عليه
motet,متت
elle,الي
amurh,اموره
elbhar,البحار
smakatu,سمكاته
mneeh,منييح
adesh,أديش
motafa2elh,متفائله
motafaaelh,متفائله
mush,مش 
tabee3i,طبيعي
2deret,أدرت
aderet,أدرت
bellah,بالله 
3aleki,عليكي
thoti,تحطي
eshek,اصحك
mtlk,متلك
tayeb,طيب
skteh,سكته
doom,دووم
hdi,حظي
hthi,حظي
hdhi,حظي
mr3ob,مرعوب
raae3a,رائعة
ra2e3a,رائعة
2ldoctor,الدكتور
aldoctor,الدكتور
niyalk,نيالك
m3ndesh,معنديش
a3mlha,اعملها
a2lb,ائلب
aalb,ائلب
raw3a,روعه
wao,واو
mohammed,محمد
ismael,اسماعيل
woow,واو
ordone,اردني
bald,بلد
jamil,جميل
yehmikom,يحميكم
lah,الله 
3thmane,عثماني
anas,انس
adir,ادير
tsawar,تصور
bari,بري
yaktal,يكتل
3ndo,عنده
takwin,تكوين
mrahba,مرحبا
ghalet,غلط
ahlam,احلام
ordon,اردن
maliky,مليكي
bgra,بقرا
facebook,فيسبوك
inchlh,انشالله
salamett,سلامة
mahmoud,محمود
latif,لطيف
osama,اسامه
yahefdho,يحفضه
yahefdo,يحفضه
amin,امين
fe,في
alamr,الأمر
2lamr,الأمر
anak,انك
tiji,تيجي
nahna,نحنا
almghreb,المغرب
almrreb,المغرب
mahtajinak,محتاجينك
fatima,فاطمه
kaman,كمان
bkhaf,بخاف
dacatirh,دكاتره
biykhaf,  بيخاف
ma,ما
mno,منه
hada,هادا
bkhir,بخير
anta,انت
chlonk,شلونك
hmd,حمد
machallah,ماشاءالله
macha2a,ماشاء
machaaa,ماشاء
merci,ميرسي
jayid,جييد
yi3tik,يعطيك
al3afeh,العافيه
2l3afeh,العافيه
dactor,دكتور
amiin,امين
yabdo,يبدو
bash,باش
bach,باش
wqifh,وقفه
wkifh,وقفه
wgifh,وقفه
beshbah,بيشبه
shu,شو
kareem,كريم
ele,الي
taht,تحت
3l,عل
yamen,يمين
fakarto,فكرته
howi,هو
feeh,فيه
mno,منه
ich,ايش
howa,هو
ma3jon,معجون
asnan,اسنان
enta,انت
tansahni,تنصحني
3likoum,عليكم
bswe,بسوي
noor,نور
hoon,هون
sho,شو
wow,واو
madrid,مدريد
hala,هلا
zizo,زيزو
awal,اول
mobara,مباراه
m3,مع
khatibti,خطيبتي
shofi,شوفي
balk,بئلك
b2lk,بئلك
3leh,عليه
saha,صحه
fturkm,فطوركم
gol,قول
galk,قلك
damiro,ضميره
martah,مرتاح
damirna,ضميرنا
bla,بلا
nhdr, نحضر
ttfrg,تتفرج
3lmnahom,علمناهم
hta,حتى
hahahahaha,هههههههههههه
serto,سييرتو
ftourak,فطورك
omabrok,ومبروك
aidak,عيدك
ala3yad,الأعياد
alpk,ألبك
2lpk,ألبك
nebki,نبكي
wela,ولا
bdayt,بداية
ah,اه
ya,يا
salbi,قلبي
wenta,وانت
ye3tik,يعطيك
menkom,منكم
um,ام
wajeh,وجه
shabah,شبه
benkum,بينكم
munesabh,مناسبه
bel,بل
n3raf,نعرف
taman,تمن
momkin,ممكن
rajl,رجل
zwj,زوج
masak,مساك
ward,ورد
nor,نور
yib3id,يبعد
3anak,عنك
3in,عين
hasidin,حاسدين
mnowar,منور
gmr,قمر
kmr,قمر
qmr,قمر
moubarak,مبارك
3alayena,علينا
akhe,اخي
alf,الف
alhub,الحب
tla3,طلع
elboseh,البوسه
gadk,قدك
kadk,قدك
qadk,قدك
kefnkom,كيفنكم
netwedef,نتوضف
netsena,نستنى
201g0302 000000,أمر
201q0302 000000,أمر
a01g030a 000000,أمر
a01q030a 000000,أمر
201k0302 000000,أمر
a01k030a 000000,أمر
tjnni,تجنني
habibti,حبيبتي
yehmekom,يحميكم
ykhlekom,يخليكم
yhaniki,يهنيكي
hyatiii,حياتي
yhnekom,يهنيكم
tslmee,تسلمي
helween,حلوين
yas3adha,يسعدها
tthane,تتهني
yhneeko,يهنيكوا
ebark,يبارك
hobe,حبي
feke,فيكي
mabrok,مبروك
3gbal,عقبال
amera,اميره
2alf,الف
aalf,الف
bahebkom,بحبكم
ento,انتو
tenten,تينتين
yehremkom,يحرمكم
ba3ad,بعض
maleeon,مليون
yhniko,يهنيكوا
ayamkom,ايامكم
farh,فرح
kol,كل
ashufik,اشوفك
rh,رح
tkuni,تكوني
3arus,عاروس
ytamem,يتمم
hobi,حبي
3kher,عخير
llesh,لليش
3rsan,عرسان
bldnya,بالدنيا
kolha,كلها
weeli,ويلي
ahlakom,احلاكم
2hlakom,احلاكم
ytmmmlk,يتمملك
khaer,خير
3aroos,عاروس
ys3edko,يسعدكوا
shork,سحورك
tabe3e,طبيعي
zalmeh,زلمه
kona,كنا
bnaol,بنئول
bn2ol,بنئول
sah,صح
ostaz,استاز
doctorna,دكتورنا
iribd,اربد
zog,زوق
galbk,قلبك
3galbak,عقلبك
habibi,حبيبي
wla,ولا
bhyate,بحياتي
l3ebt,لعبت
habebe,حبيبي
abo,ابو
souriya,سوريه
lobnaniya,لبنانيه
wahadha,واحدها
wini,واني
gdha,قدها
akhoi,اخوي
yla,يلا
shd,شد
helk,حيلك
t3al,تعال
tfgna,اتفقنا
elrali,الغالي
elghali,الغالي
nagsetk,ناقصتك
tmnetk,تمنيتك
m3e,معي
hob,حب
aked,اكيد
hine,هيني
blmtar,بالمطار
ah,اه
bte3mal,بتعمل
3ndk,عندك
ybark,يبارك
a3la,اعلى
mnha,منها
inshallah,انشاءالله
mesh,مش
labeea,لابئ
labee2,لابئ
kber,كبير
aywa,ايوه
haik,هيك
chaj3lna,شجعلنا
shaj3lna,شجعلنا
3shan,عشان
3chan,عشان
yfozo,يفوزوا
fek,فيك
galbe,قلبي
kalbe,قلبي
qalbe,قلبي
brahim,ابراهيم
esma3ha,اسمعها
kther,كثير
khorafeh,خرافيه
elwahsh,الوحش
3ogbal,عقبال
3okbal,عقبال
3oqbal,عقبال
tseer,تصير
masameer,مسامير
guitar,قتار
msh,مش
nay,ناي
laeet,لئيت
l2eet,لئيت
saneh,سنه
salm,سالم
salmeh,سالمه
3omr,عمر
koloh,كله
bkhair,بخير
basha,باشا
3omor,عمر
enshala,انشاءالله
30kbal,عقبال
30qbal,عقبال
30gbal,عقبال
nidal,نضال
jeebli,جيبلي
m3k,معك
bkheer,بخير
3rase,عراسي
shabab,شباب
mshtakenlko,مشتاقينلكوا
mshtagenlko,مشتاقينلكوا
mshtaqenlko,مشتاقينلكوا
mnwer,منور
radet,رضيت
sawetlha,سويتلها
dayer,داير
3ras,عراس
wel,ول
haflaat,حفلات
wk,وك
waenk,وينك
mstr,مستر
algorithm,الغورثم
khleha,خليها
akhls,اخلص
bblsh,ببلش
feha,فيها
blshan,بلشان
heeek,هيك
no3,نوع
3jal,عجال
tyara,طياره
gtar,قطار
bdha,بدها
haek,هيك
wele,ويلي
mnha,منها
a3la,اعلى
lal,لل
hamdollah,حمدلله
mleeh,مليح
3asal,عسل
3abood,عبوود
w3gbal,عقبال
w3kbal,عقبال
w3qbal,عقبال
sena,سنه
mbr0k,مبروك
nfseeh,نفسيه
habaybe,حبايبي
habibi,حبيبي
3alena,علينا
3aleek,عليك
huuste,حصتي
bkher,بخير
fekom,فيكم
kano,كأنو
k2no,كأنو
bhki,بحكي
lwla,لولا
ensa,انسى
malek,مالك
photoshop,فوتشوب
yoom,يوم
jameel,جميل
makl,ماكل
alsowar,الصور
shosh,شوش
akhoe,اخوي
tslm,تسلم
rale,غالي
ghale,غالي
alahh,الله
ys3d,يسعد
glbak,قلبك
shkrn,شكرا
chkrn,شكرا
3mre,عمري
abn,ابن
khale,خالي
mchtagen,مشتاقين
mshtagen,مشتاقين
sede,سيدي
farouk,فاروق
khetbeh,خطبه
fokak,فكك
draseh,دراسه
ekhtob,اخطب
ajmlo,أجمله
2jmlo,أجمله
m3zom,معزوم
ahaa,اها
bkhber,بخبر
eno,انه
omo,امه
msafrh,مسافره
ahla,اهلا
wshla,وسهلا
cd,سيدي
sadege,صديقي
sadeke,صديقي
sadeqe,صديقي
zamaan,زماان
ensahom,انساهم
akhr,اخر
youm,يوم
fasel,فصل
mnta,ماانت
3aref,عارف
tkon,تكون
jedan,جدا
dakeka,دقيقه
daqeqa,دقيقه
dagega,دقيقه
3lameh,علامه
btkhls,بتخلص
nkhls,نخلص
kolna,كلنا
wsho,وشو
masharee3,مشاريع
ynzlo,ينزلوا
ahsas,احساس
shrek,شريك
hagaty,حقتي
haqaty,حقتي
hakaty,حقتي
lololoeesh,لولويش
akheran,اخيرا
abod,عبود
tslam,تسلم
wrdh,ورده
wrdat,وردات
tecno,تكنو
3rasi,عراسي
rale,غالي
ghale,غالي
nghnelk,نغنيلك
nrnelk,نغنيلك
monagshtk,مناقشتك
monakshtk,مناقشتك
monaqshtk,مناقشتك
btgseer,بتقصر
elk,الك
glb,قلب
rasi,راسي
moder,مديير
ana,انا
2na,انا
mrtbt,مرتبط
fkra,فكره
daktorah,دكتوراه
mashro3,مشروع
takharroj,تخررج
sadegi,صديقي
mabsoot,مبسووط
wlk,ولك
saf,صف
3asher,عاشر
mhafza,محافزه
ga3d,قاعد
ab3tlk,ابعتلك
yaha,ياها
tkhafesh,تخافش
b3mllha,بعملها
zalamh,زلمه
ys3dli,يسعدلي
esma3,اسمع
sowar,صور
hssa,هسا
bnazelhen,بنزلهن
ttkhawath,تتخوث
mhtrm,محترم
hketlk,حكيتلك
i3ne,اعني
lesh,ليش
thded,تهديد
msken,مسكين
bmzah,بمزح
aham,اهم
she,شي
ostor,استر
bostor,بستر
3lai,علي
3eb,عيب
kber,كبير
mmsk,ممسك
nshrtha,نشرتها
nchrtha,نشرتها
wenak,وينك
byant,بينت
akhoy, اخوي
tfdalo,تفضلوا
zlmte,زلمتي
kolko,كلكو
mrtb,مرتب
btkhoni,بتخوني
mho,مهو
rab,غاب
ghab,غاب
gt,قط
far,فار
jaai,جاي
khaleje,خليجي
tbeee3i,طبيعي
msh,مش
waen,وين
3zemh,عزيمه
wray,وراي
awa2l,اوائل
awaal,اوائل
mad3oween,مدعوين
aklet,اكلت
raht,راحت
abshr,ابشر
kool,قوول
qool,قوول
gool,قوول
smra,سمره
et3j,اطعج
wag3a,واقعه
gsa,قصه
hke,حكي
kol3am,كلعام
rab,رب
yn3ad,ينعاد
jame3,جمييع
hlweh,حلوه
khasa,خاصه
kosheh,كشه
salameh,سلامه
nshllah,انشاءالله
sjel,سجل
meshan,ميشان
l3younak,لعيونك
el3mr,العمر
kloo,كله
snh,سنه
goal,قوول
sho,شو
cho,شو
sahbna,صاحبنا
akh,ااخ
akherha,اخرها
jae,جاي
thb,تحب
f3ln,فعلا
ftra,فتره
sort,صرت
tnhf,تنهف
yoomha,يومها
lahdna,لاحظنا
lahdhna,لاحظنا
sar,صار
mo3jbeen,معجبيين
ola,اولى
raek,رايك
r2ek,رايك
btaedne,بتايدني
bt2edne,بتايدني
klame,كلامي
thawel,تحاول
mhshook,محشوك
zawweh,زاويه
malna,مالنا
nawarto,نورتوا
yakhtiii,يختيي
ktb,كتب
bslmo,بسلمه
ekhtaser,اختصر
dawam,دوام
bokra,بكره
bekhashone,بيكحشوني
etha,اذا
breeb,بغييب
bgheeb,بغييب
hot,حط
btetrayar,بتتغير
btetghayar,بتتغير
nathaleh,نذاله
dammak,دامك
za3lan,زعلان
tb,طب
heate,حياتي
en3n,ينعن
bdaak,بدك
shooo,شوو
alshbab,الشباب
alchbab,الشباب
btksro,بتقصرو
btqsro,بتقصرو
btgsro,بتقصرو
khls,خلص
doro,دورو
mbareh,مبارح
yalh,يا الله
gal,قال
meen,مين
neyalna,نيالنا
leash,ليش
gareban,قريبا
qareban,قريبا
kareban,قريبا
ga3deh,قعده
ka3deh,قعده
qa3deh,قعده
yrzogak,يرزقك
yrzoqak,يرزقك
yrzokak,يرزقك
wahsh,وحش
galbo,قلبه
kalbo,قلبه
qalbo,قلبه
tadreeb,تدريب
tool,طوول
arakeb,اراقب
arageb,اراقب
araqeb,اراقب
y3afek,يعافيك
marra,مره
badleh,بدله
badlet,بدلة
aldaktorah,الدكتوراه
ghdb,غضب
rdb,غضب
ghdhb,غضب
rdhb,غضب
malak,مالك
shwayet,شوية
zahak,زهق
zahaq,زهق
zahag,زهق
mostahel,مستحيل
jo3an,جوعان
soret,صرت
bshhdlo,بشهدله
bchhdlo,بشهدله
bshabha,بصحابها
kolhom,كلهم
ybarko,يباركوا
khatmetha,خاتمتها
sanawat,سنوات
halet,حالة
msader,مصادر
y3ni,يعني
bjebte,بجيبتي
sghereh,صغيره
srereh,صغيره
andari,انداري
hanat,هانت
bedna,بدنا
nefrah,نفرح
emtan,ايمتن
dayman,دايما
farhaneen,فرحانين
feeni,فييني
betfarrehna,بتفرحنا
kelna,كنا
habosh,هبووش
hayati,حياتي
bqdr,بقدر
eshe,اشي
sawarha,صورها
mnawren,منوررين
chabab,شباب
shabab,شباب
esma3,اسمع
abeesh,ابيش
raseed,رصييد
ren,رن
rooh,رووح
hsa,هسا
bfdhah,بفضح
bfdah,بفضح
dar,دار
naymeh,نايمه
aqolak,اقلك
agolak,اقلك
akolak,اقلك
bhlaha,بحلاها
bekh,بيخ
akheraan,اخيرا
sadeqe,صديقي
3o2bal,عئبال
3oabal,عئبال
ammeen,اميين
hade,حظي
nhes,نحس
eno0,انه
neftah,نفتح
tsharkene,تشاركيني
shah,صحاح
jayeni,جايني
3ro0d,عروض
yhemak,يهمك
awla,اولى
mwafaa,موافئه
mwaf2a,موافئه
mnek,منك
ha,هئ
h2,هئ
3na,عنا
nar,نار
hotone,حطوني
tnen,تنين
meshan,ميشان
mubarak,مبارك
ajeblak,اجيبلك
takeh,طاقيه
tageh,طاقيه
taqeh,طاقيه
ttsawar,تتصور
koltly,قلتلي
goltly,قلتلي
qoltly,قلتلي
kasdak,قصدك
qasdak,قصدك
gasdak,قصدك
ahdharo,احضره
ahdaro,احضره
bjeblak,بجيبلك
fahmaneen,فهمانين
akh,اخ
karaba,قرابه
garaba,قرابه
qaraba,قرابه
estafadna,استفدنا
chetheb,شذب
mnazel,منزل
3noh,عنه
hdert,حضرت
zaman,زمان
jdn,جدا
raa3,رائع
ra23,رائع
dof3a,دفعه
nsethom,نسيتهم
yghorak,يغرك
yrorak,يغرك
3dleh,عضله
3dhleh,عضله
tawleh,طاوله
taqreban,تقريبا
takreban,تقريبا
tagreban,تقريبا
hrkaatk,حركاتك
a3tene,أعطيني
23tene,أعطيني
bdros,بدرس
habll,هبل
khothlak,خذلك
khodhlak,خذلك
khodlak,خذلك
nam,نام
mayet,ميت
na3as,نعس
loghah,لغه
lorah,لغه
maghes,مغص
mares,مغص
brdo,برضو
mshateb,مشاتييب
keaf,كيف
mashi,ماشي
e3esh,اعيش
bdon,بدون
sha3b,شعب
bseta,بسيطه
qsdhom,قصدهم
gsdhom,قصدهم
ksdhom,قصدهم
wslk,وصلك
ghlat,غلط
rlat,غلط
ghyranen,غيرانين
ryranen,غيرانين
saydaleh,صيدله
ala,الا
2la,الا
fozeeh,فوزيه
lameen,لمين
lljm3a,للجمعه
laaet,لئيت
la2et,لئيت
baolak,بئلك
b2olak,بئلك
lkollo,لقوله
lqollo,لقوله
lgollo,لقوله
2mthanak,امتحانك
amthanak,امتحانك
2had,احد
ahad,احد
t2ajal,تأجل
taajal,تأجل
shi, شي
takhasos,تخصص
agolak,اقلك
aqolak,اقلك
2qolak,اقلك
akolak,اقلك
2kolak,اقلك
2golak,اقلك
fz3na,فزعنا
al3alm,العالم
galb,قالب
brdh,برده
alsolafeh,السولافه
tshof,تشوف
alkhrayet,الخراييط
anshtain,انشتاين
tgol,تقول
alshbak,الشباك
tl,طل
tholoj,ثلوج
motarakemeh,متراكمه
wsalat,وصلات
mraslna,مراسلنا
la,لا
hawla,حولا
sowa,قوه
3aliah,عليه
afdal,افضل
salat,صلاة
wasalam,وسلام
lahe,اللهي
sala,صلاه
3alayhi,عليه
jamileh,جميله
sora,صوره
mo,مو
lbs,لبس
badleh,بدله
helo,حلو
3mi,عمي
shakhsieh,شخصيه
halawa,حلوه
3alamin,عالمين
shofe,شوفي
na3men,ناعمين
efrhne,يفرحني
fekn,فيكن
yhaneke,يهنيكي
hobi,حبي
tkoni,تكوني
wo,وو
yehmeki,يحميكي
areeb,أريب
alobti,ألوبتي
2za,إزا
aza,إزا
hla,هلأ
hl2,هلأ
aw,او
b3deen,بعدين
ytmm,يتمم
hbebti,حبيبتي
hiaty,حياتي
3rostna,عاروستنا
t3o,تعو
nhtfl,نحتفل
habosheh,هبوشه
3raiss,عراييس
dnia,دنيا
hayati,حياتي
ttl3u,تطلعوا
btjnenu,بيتجننوا
a3mlk,اعملك
mnshen,منشين
3omri,عمري
wra,ورا
mtkhbyh,متخبيه
tthawsho,تتهاوشوا
hai,هاي
lama,لما
byhbona,بيحبونا
aokhte,اختي
2okhte,اختي
kabera,كبيره
tnzli,تنزلي
dam,دام
ayam,ايام
bhbaha,بحبها
etfe,اطفي
daw,ضو
eshlhe,اشلحي
sa3a,ساعه
lhssab,الحساب
wissal,واصل
skre,سكري
bab,باب
lelit,ليلة
nata2eg,نتائج
nataaeg,نتائج
tawgehi,توجيهي
bthbeni,بتحبيني
fasl,فاصل
aegeti,اجيتي
2egeti,اجيتي
tgebeli,تجيبلي
aeta3seb,اتعصب
2eta3seb,اتعصب
daeatk,دايئتك
dae2tk,دايئتك
lisa,لسا
dameri,ضميري
b2nbni,بئنبني
banbni,بئنبني
hadeek,هديك
wa2feh,وائفه
waafeh,وائفه
btkon,بتكون
yasmeen,ياسمين
toto,توتو
bhko,بحكو
hadoo,هدو
ahebek,احبك
okhti,اختي
elkabera,الكبيره
elradyat,الرياضيات
bnsah,بنساه
aseer,اصير
aghanelk,اغنيلك
ughneh,اغنيه
tkhayale,تخيلي
3leeha,عليها
oghneyt,اغنية
orneyt,اغنية
banat,بنات
shayfe,شايفه
ishi,اشي
bshbah,بشبه
hal,هل
bmor,بمر
sharet,شريط
zkryat,زكريات
kunt,كنت
badawer,بدور
3aleh,عليه
hadik,هديك
lmarra,المره
bezabt,بزبط
tufulitna,تفلتينا
alhamdella,الحمدلله
enu,انه
khalgna,خلقنا
khawat,خوات
weno,وينه
3eno,عينه
wino,وينه
hon,هون
fozna,فزنا
lkb,لقب
lgb,لقب
lqb,لقب
alik,الك
youmin,يومين
3amlitli,عامليتلي
mention,مينشن
hagege,حقيقي
3leak,عليك
ahm,احم
ajbd,اجبد
ahawka,اهواك
akbar,اكبر
kithba,كذبه
badal,بدال
yikitbo,يكتبه
nyelek,نيالك
3ami,عمي
kayfi,كيفي
2ana,انا
aana,انا
bihbouni,بحبوني
nascafetna,نسكفيتنا 
sabahyeh,صباحيه
kul,كل
3liki,عليكي
ahlik,اهلك
3fyih,عافيه
habibti,حبيبتي
3lyki,عليكي
ahlk,اهلك
hadi,هادي
ou,او
khir,خير
fhmti,فهمتي
ykmel,يكمل
3idek,عيدك
hk,هيك
eidek,عيدك
mabrouk,مبروك
rouhie,روحي
sana,سنه
tyba,طيبه
farhana,فرحانه
yay,ياي
hta,حتى
yji,يجي
l3id,العيد
modminaty,مدمناتي
khatib,كاتب
okhti,اختي
sadigti,صديقتي
sadiqti,صديقتي
sadikti,صديقتي
idawem,إداوم
3ishritna,عشرتنا
ya3erfouha,يعرفوها
nasi,ناسي
ahbabi,احبابي
jirani,جيراني
ya3rafni,يعرفني
bidon,بدون
ma,ما
nhdar, نحضر
f3aylna,فعايلنا
3lik,عليك
ykhalik,يخليك
haboubti,حبوبتي
yakhfa,يخفى
gamar,قمر
kamar,قمر
qamar,قمر
ydawem,يداوم
3alm,عالم
ygoulouli,يقولولي
okhtych,اختج
3ks,عكس
sohba,صحبه
3ayle,عيله
bet,بيت
dar,داار
darek,دارك
sahbti,صاحبتي
rouhi,روحي
kheti,خيتي
yahmiha,يحميها
mesh,مش
bbty,ببتي
hanonti,حنونتي
