Arabizi,Arabic
nsitch,نسيتش
saab,صحاب
ti,تعي
mak,معاك
dok,دوك
ndilk,نديلك
ntfkr,نتفكر
jabouhuli,جابوهولي
ki,كي
mwla,مولى
lingleez,الإنجليز
qritou,قريتو
abit,حبيت
nqra,نقرى
blos,بلوس
ila,إلى
badra,بقدرة
lglaf,الجلاف
to,تاعو
lidras,لأدراس
t,تاع
li,لي
nchr,نشر
blo,بطلو
bache,باش
ndoumndi,ندومندي
zyada,زيادة
boli,بطولي
wach,واش
hbitt,حبيت
lsontr,السونتر
shhdt,وشهدت
bdl,وبدلت
smi,سمعي
smk,اسمك
ltrsh,الأخطرش
hadi,هادي
mzyk,مزيتك
bd,بعد
sbanh,سبحانه
nro,نروح
lmkab,لمكب
nj,نحج
nsha,نشاء
allah,الله
baryab,بريب
bzrba,بالزربة
zadet,زادت
alatha,حالتها
awdet,عاودت
qrytha,قريتها
zero,زيرو
asatni,قاستني
lbarib,البريب
mntch,منتش
bzaf,بزاف
kifach,كيفاش
rabi,ربي
rajel,راجل
ydi,يدي
bshra,بعشرة
alf,آلاف
yhdi,يهدي
kafr,كافر
sybab,سيباب
sosybl,سوسيبل
frt,فرحت
hdah,هداه
zft,زعفت
lkhtarsh,الأخطرش
sqsyt,سقسيت
roi,روحي
win,وين
labiryod,لابيريود
lkhdamyn,الخدامين
wd,واحد
hdrtlo,هدرتلو
adart,حضرت
tmashikhart,تمشيخرت
bsah,بصح
jami,جامي
adartlahom,حضرتلهم
ddin,الدين
khemmet,خممت
chwaya,شويا
law,لو
ymed,يمد
ketab,كتاب
berk,برك
wesh,واش
ysera,يصرا
nkri,نقري
katriyam,كاتريام
omri,عمري
stach,ستاش
nesna,نسنا
hab,حاب
yzewejni,يزوجني
bwalid,بوليد
ami,عمي
haba,نزوج
nzewej,بيه
bih,بيه
sayf,سيف
nzawej,نزوج
balama,بالاما
ysasini,يسقسيني
beltch,قبلتش
l'trsh,الأخترش
na,عنا
ytwdyont,عيتوديونت
aba,حابة
nkmel,نكمل
bal,قبل
lzwaj,الزواج
wayedna,عوايدنا
wayed,عوايد
tkhles,تخلص
tefla,التفلة
teoul,تقول
raya,رايحة
hdrb,هدرب
babaha,باباها
hiya,هي
tmshi,تمشي
lsyf,الصيف
lyya,اليا
yma,يما
maha,معاها
siyat,سيات
bla,بلا
fayda,فايدة
khwatati,خواتاتي
lkbar,الكبار
walid,وليد
concernoun,كونسيرنون
aswaji,أصوجي
zawaj,زواج
fahem,فهم
rayi,رأيي
adar,حضر
babah,باباه
tani,تاني
balsh,قبلش
alou,قالو
lokan,لوكان
tzawajsh,تتزوجش
bnt,بنت
amk,عمك
bproblam,بروبلام
zdt,زدت
hdrt,هدرت
mra,مرة
okhra,أخرى
drt,درت
mah,معاه
lrayb,القرايب
mazal,مازال
kmlthach,كملتهاش
lawanir,الأقوانير
zad,زاد
mat,مات
ymah,يماه
khalatou,خلاتو
whdo,وحدو
ar,حار
t-tarbiya,التربية
taw,تعاو
dah,داه
l-khaltou,لخالتو
yich,يعيش
wladha,ولادها
l-akhtarach,الأخطرش
l-khedma,الخدمة
sbah,صباح
chia,عشية
tzawej,تزوج
bad,بعد
sb,سبع
l,ال
mawt,موت
mertou,مرتو
jab,جاب
wldou,وليدو
yish,يعيش
fatet,فاتت
tlat,تلات
snin,سنين
wledet,ولدت
mrato,مرتو
jdida,جديدة
zouj,زوج
bnat,بنات
mrt,مرت
lbalhash,العبالهاش
bilweld,بالولد
omro,عمرو
yfoutch,يفوتش
rbe,ربع
daymen,دايمن
tetlahe,تتلهى
khedama,خدامة
tdir,تدير
menage,ميناج
ed,ال
dar,دار
ardet,عرضت
mara,مرأة
maliha,ماليها
yetashaw,يتعشاو
telhat,تلهات
nsat,نسات
yatama,يتامى
ati,حطي
lkhedama,الخدامة
tela,تلحق
belard,بالأرض
nesat,نسات
lweld,الولد
tlaqat,تلاقات
laila,العائلة
ndha,عندها
ada,قاعدة
ysro,يقصروا
ja,جاء
wat,وقت
lsha,العشاء
yshoufo,يشوفوا
lmala,الماكلة
yaklo,ياكلوا
etaw,اتاو
mart,مرت
chwiya,شوية
roz,روز
tbsi,طبسي
tlo,قتلو
ro,روح
hna,هنا
oul,قول
fel,في
akor,الاكور
gaed,قاعد
berd,البرد
yekser,يكسر
yakel,ياكل
etalemoun,التالمون
tekmech,تكمش
mor,مور
bibane,البيبان
lkhdama,الخدامة
ltat,لتات
chghl,الشغل
d-dar,الدار
rqd,رقد
l-wld,الولد
blassto,بلاصتو
rao,راحوا
malyin,مالين
badma,بعدما
asro,قصروا
klawhom,كلاوهم
alet,قالت
mert,مرت
lel,لل
kheddam,خدام
besh,بأش
tkhemel,تخمل
raet,راحت
terod,ترقد
sheat,شقات
roha,روحها
tssi,تسقسي
wala,ولا
rajelha,راجلها
sasaha,سقساها
walido,وليدو
altlo,قالتلو
raho,راهو
lkhadama,الخدامة
hya,هي
tbalhash,تعبالهاش
asko,أسكو
lala,لالا
rqed,رقد
nam,نام
martou,مرتو
l'oula,الأولى
aletlo,قالتلو
entebah,انتبه
l'walidik,لوليدك
nadi,نادي
mkhlou,مخلوع
sqsa,سقسا
mrto,مرتو
wldo,وليدو
tmnat,تمنات
chqatch,شقاتش
rouha,روحها
ttkd,تتأكد
mrb,مربع
khra,خرى
tolo,تقولو
ntboh,انتبه
lwlidk,لوليدك
mrbou,مربوح
lwld,الولد
yawes,يحوس
nd,عند
malahch,مالقاهش
abl,حبل
lla,الا
yjri,يجري
mbol,محبول
d,ال
hyk,هيك
sa,صح
lah,لقاه
sghir,صغير
dkhalat,دخلت
smat,سمعت
jal,جال
longin,لونجين
jit,جيت
kharj,خارج
ltabib,لطبيب
youl,يقول
lbaba,لبابا
bli,بلي
mli,مليح
adrin,قادرين
blyitar,بالليتار
ykounou,يكونو
dizayfi,ديزيفي
lmarad,للمرض
hadha,هذا
jazaw,جازو
wam,عوام
wlit,وليت
joun,جون
wmbad,ومبعد
zwjt,زوجت
sab,ساعب
ness,نحس
fashel,فشل
kheyfor,خيفور
ndirouh,نديروه
dhbt,ذهبت
lmostachfa,المستشفى
ndir,ندير
consultation,كونسيلتاسيون
general,جنرال
ban,بان
ndi,عندي
fiblase,فيبلاص
libatmon,ليباطمون
doktor,دكتور
taye,طايع
l'afiblas,الأفيبلاص
l'oungin,الونجين
hkimtni,حكمتني
bkri,بكري
dartli,دارتلي
rhumatisme,روماتيزم
articulaire,أقتيكولار
ali,قالي
lazemk,لازمك
operation,أوبيراسيون
albk,قلبك
belak,بلاك
robo,روبو
wela,ولا
traitement,تراتمون
lazem,لازم
n'operation,نوبراسيون
l'alb,القلب
yamat,يامات
khela,خلعة
darr,ضر
rjat,رجعت
lltbib,للطبيب
radioat,راديوات
badama,بعدما
dart,دارت
lizanaliz,ليزاناليز
liradyo,ليراديو
akamt,حكمت
rondivo,رونديفو
ndkhol,ندخل
loperation,لوبيراسيون
ndt,نضت
sba,السبعة
kmt,حكمت
taxi,تاكسي
llsbitar,للسبيتار
edt,قعدت
lchroujiyan,الشروجيان
ydirli,يديرلي
l'operation,الوبيراسيون
lqit,لقيت
fermli,فرملي
waqef,واقف
rasi,راسي
hdr,هدر
jawbtoch,جاوبتوش
chafouni,شافوني
male,مقلق
rafed,رافض
yedoh,يده
tchkeb,تشكب
l'anestizi,الانستيزي
meditlo,مديتلو
yedi,يدي
l'wouft,لوفت
l'mouloud,المولود
vizit,فيزيت
l'jal,لعجال
nwader,نواضر
lasl,الأصل
datwnt,داتونت
lmrda,المرضى
jabek,جابك
vizita,فيزيتا
ini,عيني
twjni,توجعني
ab,حاب
nwadar,نواضر
ntia,نتيا
sghira,صغيرة
jiti,جيتي
tdiri,تديري
ghir,غير
nroubouzi,نروبوزي
inia,عينيا
latrach,الاخطرش
odam,الميكرو
lmicro,قدام
tqray,تقراي
aya,آيه
am,عام
promiyar,بروميار
ani,أني
nifarsitar,قنيفارسيتار
alik,خليك
l'afa,الأفاق
fiha,فيها
mchakil,مشاكل
mlyous,مليوس
tkemli,تكملي
tlqaysh,تلقايش
wna,وحنا
nchoufo,نشوفو
chal,شحال
l'ijan,اليجان
mtkherjin,متخرجين
chomor,شومور
smt,سمعت
daro,دارو
likontra,ليكونترا
yawno,يعاونو
lijoun,ليجون
mtkhrjin,متخرجين
lafak,الأفاق
lna,قلنا
yfut,يفوت
stin,ستين
sna,سنة
balii,بالي
wldida,وليدة
kml,كمل
nafyam,نافيام
wmbd,ومبعد
lsntr,السنتر
diplome,ديبلوم
specialite,سبيسياليتي
mecanique,ميكانيك
mbaed,مبعد
lelaskar,للعسكر
jouz,جوز
amin,عامين
mbad,مبعد
siya,سيا
saabo,صحابو
ylaw,يلقاو
bessah,بصح
al,حال
anut,حانوت
ymut,يموت
mmd,محمد
kanu,كانو
khawto,خاوتو
khouh,خوه
kbir,كبير
amrou,عمرو
tsa,تسعة
chrin,عشرين
mala,مالا
goltlk,قلتلك
meryeb,ميرب
denya,دنيا
tana,تاعنا
welat,ولات
safa,صافا
lateknoloji,لاتكنولوجي
watna,وقتنا
brbour,بربور
llmouchkilat,للمشاكل
elli,اللي
wkolsh,وكلش
ba,بصح
kantch,كانتش
ldnya,الدنيا
sahla,ساهلة
wtna,وقتنا
yghslou,يغسلو
lwayj,الحوايج
yjiw,يجيو
ytaybo,يطيبو
ldm,العظم
fwq,فوق
ljm,الجمر
ydblso,يدبلسو
blasa,بلاصة
yrouo,يروحو
blyamat,باليامات
ylao,يلحقو
ydablsaw,يدبلساو
leblasa,لبلاصة
belyamat,باليامات
yelao,يلحقو
mashi,ماشي
ltorat,التورت
dwka,دوكا
kayen,كاين
etelfzyon,التلفزيون
elmicroordinateur,الميكروأورديناتور
dwk,دوك
ttawr,تطور
mladha,ملاحظة
shoof,شوف
wallah,والله
tatawor,تطور
malahedh,ملاحظ
douk,دوك
sahel,ساهل
fash,فاش
nsharko,نشركوا
ntsharko,انتشاركوا
fkra,فكرة
hkdha,هكذا
tsharkouni,تشركوني
belafkar,بالأفكار
nawnwk,نعاونوك
hkda,هكذا
lti,قلتي
amrik,أمريك
ntcharko,نتشاركوا
mohem,مهم
mosharaka,مشاركة
yemshi,يمشي
telefon,التليفون
ya,يا
fouad,فؤاد
al-ala,الآلة
tmachich,تمشيش
nji,نجي
nsqmo,نسقمو
ant,أنت
ameriki,أمريكي
bak,باك
tak,تاعك
kifah,كيفاه
mbriparitlo,مبريباريتلو
khayef,خايف
mno,منو
marrakech,ماراكش
librof,ليبروف
rahom,راهم
yolo,يقولو
lkom,لكم
ywriwlkom,يوريولكم
ynsoukom,ينصحوكم
ntom,أنتم
nt,انت
lam,العام
tk,تاعك
lwl,الأول
mndksh,ماعندكش
experience,إكسبريانس
bon,بون
librouf,ليبروف
youlouna,يقولونا
fara,فرحة
tai,تاعي
wedaha,وحدها
mlghi,ملغي
njwzo,نجوزو
ly,الي
frat,فرحات
yolona,يقولونا
dwnk,دونك
nyo,نحيو
lkhli,الخليع
wbdaw,وابداو
traw,تقراو
lbrwmi,البرومي
trimestr,تريمستر
kl,كل
yom,يوم
ndayouch,نضيعوش
lwt,الوقت
lface,الفايس
tafhin,تافهين
raw,قراو
lmasir,المصير
takom,تعاكم
afzo,حافظوا
lymtyar,اليمطيار
lfaza,الحفاظة
sonciyal,سونسيال
lakharch,الأخطارش
homa,هوما
ytlo,يطلعو
lamwayan,الأموايان
s,صح
lmwiyyin,الأمويين
wmilyus,ومليوس
ntya,نتيا
jayston,جايستون
ndk,عندك
limatir,ليماطير
yani,يعني
lesco,السكو
andna,عندنا
contabilite,كونتابيليتي
qualification,كواليفيكاسيون
sat,سات
yekhdm,يخدم
ydomatir,اليدوماتير
drowah,درواه
itisadi,اقتصادي
hado,هادو
abaz,أباز
mblos,مبلوس
khedmi,خدمي
mrayeb,ميرب
khti,ختي
nollek,نقولك
khdmi,خدمي
rasak,راسك
ni,نحي
leb,اللعب
lsarab,القصرب
frji,فرجي
mekhak,مخك
haja,حاجة
wqtha,وقتها
yelab,يلعب
yelgach,يلقاش
sabo,حسابو
yelga,يلقى
dificulti,ديفيكولتي
kher,خر
yjouz,يجوز
yti,يطيح
lik,عليك
ttlflk,تتلفلك
min,مين
tbdai,تبداي
tfzi,تحفظي
sah,صح
hadik,هاديك
dakika,دقيقة
tetlefli,تتلفلي
khalib,خليب
wotrak,وتراك
insha,نشاء
ychelk,يشلك
ychel,يشل
lga,القاع
yjouzo,يجوزو
lbak,الباك
lizotodyon,ليزوتوديون
nta,أنت
ha,حق
yfte,يفتح
aouba,عقوبة
liya,ليا
njouz,نجوز
wndih,ونديه
nchallah,نشاء الله
ndih,نديه
nchaa,نشاء
qik,عقيك
mnsyon,منسيون
noulo,نقولو
belal,بالعقل
teleich,تقلقيش
rouek,روحك
daraja,درجة
hatta,حتى
terbai,تربحي
wllah,والله
brbi,بربي
trbi,تربحي
diri,ديري
f,في
yatk,حياتك
siro,سيرو
hadak,هاداك
ettab,الطب
yroush,يروحش
khsara,خسارة
rayeb,قرايب
mlia,مليحة
amira,أميرة
tefidk,تفيدك
qraytek,قرايتك
benti,بنتي
ddounia,الدنيا
tsennaysh,تسنايش
wahdin,واحدين
yserfo,يصرفو
belwetar,بالوتار
yji,يجي
lwaldin,الوالدين
ykounouch,يكونوش
ttkeli,تتكلي
testafezi,تستحفظي
aja,حاجة
tdoum,تدوم
eddounya,الدنيا
khabbar,خبار
salak,صلاحك
qaryatk,قريتك
hi,هي
ttkli,تتكلي
waed,واحد
eddonya,الدنيا
bdeety,بديتي
tebrmji,تبرمجي
byansor,بيانسور
bditii,بديتي
yah,ياه
nbaribari,نبريباري
l'bac,للباك
bdayty,بدايتي
thfzy,تحفظي
mazlty,مازلتي
bdayt,بديت
nfd,نحفظ
l'bromiyar,البروميار
lwson,لوسون
drnahom,درناهم
wnsito,وقنسيتو
l'bromi,البرومي
trimester,تريماستر
ye,يه
qunsina,قونسينا
nkounou,نكونو
ddar,الدار
nkounoua,نكونوا
wnedrou,ونقدرو
razyoun,رقزيون
in,إن
sha,شاء
tdi,تدي
ent,انت
tshoufi,تشوفي
raytek,قرايتك
lelyouson,ليلوسون
abel,قابل
wencha,وينشاء
besswab,بالصواب
web,ويب
fd,حفظ
bsh,بش
rqzwn,رقزون
tkon,تكون
lswab,الصواب
bsm,بسم
nhkiw,نحكيو
mchkil,مشكل
akhr,أخر
sib,صعيب
lmchkil,المشكل
lqraybe,القرايب
adet,عادت
siba,صعيبة
cheyoukh,الشيوخ
yfahmoukch,يفهموكش
yfahmouk,يفهموك
tro,تروح
khor,خور
tjri,تجري
menna,منا
tra,تقرا
eddar,الدار
bra,برا
ykfykch,يكفيكش
lal,الحال
si,سي
bizarre,بيزار
nhdro,نهدرو
ljazair,الجزائر
brk,برك
nraw,نقراو
tmanya,تمانية
sway,سوايع
nnhar,النهار
rb,ربع
swaay,سوايع
lsba,الصباح
lshiya,و
maltetmenib,مالتمنيب
letnach,لطناش
mwad,مواد
noss,نص
khams,خمس
wadrin,وحدرين
deja,ديجا
lyetwdyon,ليتوديون
yekhrjo,يخرجو
satory,ساعتوري
mmr,معمر
sybon,سيبون
yekhrj,يخرج
ydrsh,يقدرش
yekhmm,يخمم
yra,يقرا
zid,زيد
sheikh,شيخ
ytih,يعطيه
lwen,لون
hdak,هذاك
bth,بحث
lakhir,والآخر
tmrin,تمرين
frd,فرض
stijwab,استجواب
tkhrej,تخرج
lkhmsa,الخمسة
twsel,توصل
jwayh,جوايه
l'estop,الاستوب
tqdrsh,تقدرش
thfez,تحفظ
tkhrj,تخرج
tmnyt,تمنيت
nahar,نهار
sir,قصير
ndna,عندنا
sorto,سورتو
sheta,الشتاء
rabbi,ربي
nri,نريح
wed,واحد
essaa,الساعة
nrou,نروح
nreqed,نرقد
mmkn,ممكن
faw,فوق
odra,قدرة
nadrosh,نقدروش
nkhrejo,نخرجو
llyl,الليل
nrouo,نروحو
nlo,نحلو
ltmarin,التمارين
ndiro,نديرو
both,بحوث
nbribaryo,نبريباريو
lfrod,الفروض
limtianat,الامتحانات
makanch,ماكانش
menha,منها
talim,التعليم
fasid,فاسد
bladna,بلادنا
ennas,الناس
neqra,نقرا
lycee,الليسي
maranish,مارانيش
laqi,لاقي
hesabi,حسابي
nkra,نقرا
lsem,القسم
tmn,تمن
swa,سوايع
ltlamidh,التلاميذ
enteb,انتبع
lesm,القسم
nkd,نقعد
ttabla,الطابلة
nal,نحل
tmaren,تمارين
nrevizi,نريفيزي
nrouh,نروح
yollek,يقولك
tla,تلقى
tjiik,تجيك
tder,تقدر
tfhm,تفهم
tkhdm,تخدم
lfard,الفرض
limtian,الامتحان
tich,تعيش
triizi,تريقيزي
diboun,ديبون
not,نوت
nchouf,نشوف
ranaach,راناش
laqin,لاحقين
malabalich,ماعلاباليش
tna,تاعنا
fsad,فسد
chouka,الشوكة
ytounach,يعطوناش
maloumat,معلومات
ad,عاد
kolsh,كلش
blikor,بليكور
ydirsh,يديرش
lyikor,اليكور
ydish,يديش
lanut,لانوت
wlash,وعلاش
wlat,ولات
lakhtar,الأخطر
ltmi,التمي
zed,زاد
yhbt,يهبط
lnyqo,النيقو
makach,مكاش
nio,نيقو
bisko,بسكو
nib,نيب
likor,ليكور
andi,عندي
bossible,بوسيبل
ntb,انتبع
lklasb,الكلاصب
nriqzi,نريقزي
normalmo,نورمالمو
bhado,بهادو
di,دي
bonot,بونوت
njib,نجيب
bamo,بعامو
nrb,نربح
normal,نورمال
ydir,يدير
lkhmr,الخمر
ndo,عندو
walo,والو
rras,الرأس
for,فور
ydirosh,يديروش
wydir,ويدير
lmjhdatt,المجهودات
kaml,كامل
lila,قليلة
mntiha,منتهى
laliya,العقلية
lkhacra,الخاصرة
hadya,هاديا
lil,قليل
nafsi,نفسي
noul,نقول
yhdi-na,يهدينا
wyhdi-hom,ويهديهم
weselna,وصلنا
lew,لو
kelsh,كلش
mezaher,مزاحر
lina,ولينا
narfou,نعرفو
essiyassa,السياسة
hadiya,هاديا
lmetna,المتناع
yetkalem,يتكلم
rouou,روحو
yetkallesh,يتكلش
akher,آخر
wlyna,ولينا
nqraw,نقراو
mzytna,مزيتنا
ytbeo,يتبعو
fina,فينا
andnach,عندناش
mahboub,محبوب
khatr,خاطر
ntl,نطلع
nra,نقرا
ntaf,نتقف
nalem,نعلم
rana,رانا
ino,عينو
yetaf,يتقف
yrou,يروح
lilmaktaba,للمكتبة
internet,إنترنت
recharge,روشارج
lrayeb,القرايب
finouman,فينومان
jdid,جديد
laraf,الأقراف
youjou,يوجعو
rasso,راسو
ynoud,ينوض
drab,دراب
majbtnish,معجبتنيش
darb,ضرب
n'dir,ندير
darab,ضراب
lizilf,ليزيلف
mdirb,مديرب
galtni,قالقتني
mdireb,مديرب
letni,قلقتني
brof,بروف
zemil,زميل
galni,قلقني
dorab,دورب
malabalhomsh,ماعلبالهمش
nass,الناس
jibhom,جيبهم
aychin,عايشين
bihom,بيهم
lmshkl,المشكل
ykoun,يكون
yethalek,يتحلك
ombad,أومبعد
lizilaf,ليزيلاف
yelawsh,يلقاوش
sabhom,حسابهم
weed,وحد
yriwek,يقريوك
shahr,شهر
andek,عندك
semanat,سمانات
abiha,العبيها
tah,طاح
anna,عنا
nsahou,نسحق
ntala,نطلع
nivo,نيفو
nkml,نكمل
brougram,بروقرام
sybwna,سيبونا
dnash,عدناش
nmlw,نحملو
dertch,قدرتش
nemel,نحمل
had,هاد
ech-chi,الشيء
fsd,فسد
hajeb,هاجب
baqat,بقات
alha,حالها
baat,بقات
wesleti,وصلتي
l'projey,البروجي
taa'k,تاعك
l'rayeb,القرايب
bdeenaash,بديناش
. choukran,شكرا
. chabab,شباب
. chams,شمس
. chay,شاي
. chal,شال
bdenash,بديناش
bdeinash,بديناش
l'mastar,الماستار
y,يح
mister,مستر
dou,دو
master,ماستر
amayen,إعمين
lamin,الأمين
wm,وم
dw,دو
bda,بدا
darouh,داروه
bdaou,بداو
khdmou,خدمو
laspiciality,لاسبيسياليتي
ichi,عيشي
wkayen,وكاين
spicialiti,سبيسياليتي
abeb,حابب
rizo,ريزو
mkanch,مكانش
trizor,تريزور
ltma,التما
ydoumondiw,يدومونديو
liboust,ليبوست
t-trezor,الطريزور
ysqo,يسحقو
l'informatique,الإنفورماتيك
linformatik,الانفورماتيك
tlabouch,طلبوش
tlbo,طلبوا
jon,جون
sizi,سيزي
seize,سيزي
tqbliha,تقبليها
nendeb,نندب
biha,بيها
qrit,قريت
l'ispeciality,الإسبيسياليتي
jwn,جون
whd,واحد
ykhdem,يخدم
lisansy,ليسانسي
konkor,كونكور
ltlk,قلتلك
jw,جو
krua,كروا
wajdin,واجدين
dakonse,داكونص
jawzt,جوزت
konkour,كونكور
galtlk,قلتلك
jaw,جو
krawa,كروا
daqouns,داقونس
esabhom,الصحابهم
ob,حب
nadya,ناديا
hadiik,هاديك
ltfla,الطفلة
shftha,شفتها
tskn,تسكن
kouba,كوبا
kash,كاش
oli,قولي
taich,تعيش
lizambo,ليزامبو
ngoul,نقول
lak,لك
dhak,ذاك
wr,ور
concours,كونكور
post,بوست
mlih,مليح
wmwal,وموال
boust,بوست
qraytk,قرايتك
lisanseal,ليسانسيال
seizi,سيزي
andeksh,عندكش
louchwa,لوشوا
de,دو
gabelinha,قابلينها
golti,قلتي
mwalabd,موالعبد
ybda,يبدا
ykhdm,يخدم
tkhdmii,تخدمي
taek,تاعك
jawbuna,جاوبونا
mopo,ﻣﭙﻮ
mousibl,موسيبل
nimportkal,نامبورتكال
ado,عادو
lesancy,ليسونسي
parisomble,باريسومبل
jat,جات
yat,يحط
bek,بك
yekhdmou,يخدمو
kheir,خير
meni,مني
wkayn,وكاين
ykhdmo,يخدمو
barykozmbl,باريكوزمبل
balmastar,بالماستار
teti,تحطي
en,أن
stand,سطان
lakwntability,لاكونتابيليتي
possible,بوسيبل
raki,راكي
drti,درتي
l'comptabilite,الكونتابيليتي
yjik,يجيك
nott,نحط
basko,باسكو
nasin,ناقصين
nasa,ناقصة
lkontabilite,الكونتابيليتي
alala,الآلة
kamla,كاملة
louche,لوشوا
wa,و
teebi,تحبي
enti,أنت
no,نو
tet,حطيت
dosi,دوسي
kontra,كونترا
kontara,كونترا
olt,قلت
nhakem,نحكم
ed-dawla,الدولة
ykhls,يخلص
lkwntra,الكونترا
rwnwfly,رونوفلي
kwntra,كونترا
brifi,بريفي
kontira,كونترا
and,عند
bkontira,بكونترا
lkouma,الحكومة
ader,قادر
trsim,ترسيم
jobouns,جوبونس
ala,حالة
elala,الالا
ykemuk,يحكموك
galak,قالك
tkouni,تكوني
khdama,خدامة
srayo,صريو
ykemouk,يحكموك
lt,قلت
lk,لك
bariskombel,باريسكومبل
shfti,شفتي
lbrivi,البريفي
wara,ورا
lwkan,لوكان
nkhedm,نخدم
pariscomble,باريسكومبل
nla,نلقى
nder,نقدر
nkhls,نخلص
dwfo,ضوفوا
yfiouch,يفيقوش
besskout,بالسكوت
elbrievi,البريفي
wedha,وحدها
leeta,ليتا
youlo,يقولو
yabilha,يقبلها
bnti,بنتي
brefi,بريفي
sqsythm,سقسيتهم
lnaam,النعام
lhm,لهم
fwllh,فوالله
nqdr,نقدر
baryqzwmbl,باريقزومبل
nkhdm,نخدم
khdma,خدمة
wdkhra,وحدخرا
qalwly,قالولي
tkhdmi,تخدمي
endak,إنداك
tedemi,تقدمي
galouha,قالوها
houma,هما
hadrouha,هدروها
kteblo,كتبلو
wi,وي
l'concours,الكونكور
tjawzi'h,تجوزيه
tratesh,تراتيش
lazm,لازم
yh,يه
tjik,تجيك
mmken,ممكن
konkeri,كونكري
tjawziha,تجوزيه
anta,أنت
bagage,باقاج
ybarek,يبارك
elamdulillah,الحمد لله
tsmi,تسمي
